list1,list2,Var3,Var4
1,,1,cocinero
6,,1,merienda
2,,1,comida
0,,1,despensa
4,,1,almuerzo
3,,1,cena
0,eo,1,hambruna
0,,1,bocata
5,,1,desayuno
0,,1,sopa
0,,1,restaurante
0,,1,buffet
7,ce,1,cocina
0,,1,alimento
