list1,list2,Var3,Var4
0,,2,imprenta
3,,2,escritor
0,,2,editorial
0,,2,revista
7,,2,columna
0,,2,art�culo
0,po,2,leyenda
4,,2,encabezado
0,,2,anuncio
0,,2,periodista
6,cp,2,reportero
5,,2,noticia
1,,2,peri�dico
2,,2,prensa
