list1,list2,Var3,Var4
0,,6,leyenda
0,,6,anuncio
0,,6,prensa
0,,6,noticia
0,,6,columna
1,,6,imprenta
0,cp,6,editorial
3,,6,periodista
0,,6,escritor
5,,6,art�culo
2,po,6,reportero
4,,6,peri�dico
7,,6,encabezado
6,,6,revista
