subject,recall,item_who,word_who,list,soa,listtype
6,1,control,restaurante,30,6,emotional
6,0,control,empleo,31,1,emotional
6,1,control,pasaporte,34,1,emotional
6,1,control,amanecer,35,4,emotional
6,1,control,imaginaci�n,36,4,emotional
6,1,control,visi�n,37,6,emotional
7,0,control,visitante,2,3,emotional
7,0,control,teatro,4,2,emotional
7,0,control,vapor,6,6,emotional
7,1,control,trabajo,7,6,emotional
7,0,control,emisor,8,2,emotional
7,1,control,ferri,14,3,emotional
7,1,control,cine,16,1,emotional
7,0,control,neurona,17,6,emotional
7,0,control,comunidad,18,1,emotional
7,1,control,trama,20,3,emotional
7,0,control,dama,21,4,emotional
7,0,control,declaraci�n,22,4,emotional
7,1,control,sopa,25,4,emotional
7,1,control,esplendor,27,6,emotional
7,0,control,naturaleza,28,4,emotional
7,0,control,balc�n,30,1,emotional
7,0,control,pierna,34,2,emotional
7,0,control,corredor,35,2,emotional
7,1,control,dep�sito,36,3,emotional
7,1,control,sensaci�n,37,1,emotional
9,1,control,norma,7,6,emotional
9,1,control,planeta,13,2,emotional
9,1,control,eclipse,14,4,emotional
9,1,control,caj�n,15,1,emotional
9,0,control,inmigraci�n,16,3,emotional
9,0,control,costa,17,6,emotional
9,1,control,f�sico,18,1,emotional
9,1,control,cr�neo,20,6,emotional
9,1,control,vista,21,4,emotional
9,1,control,corredor,23,6,emotional
9,0,control,desayuno,24,1,emotional
9,0,control,asociaci�n,26,2,emotional
9,1,control,branquias,27,2,emotional
9,1,control,terciopelo,28,3,emotional
9,1,control,mano,31,4,emotional
9,1,control,individuo,33,3,emotional
9,0,control,altura,34,3,emotional
9,1,control,receptor,35,2,emotional
9,1,control,tr�fico,38,4,emotional
9,0,control,cuento,39,1,emotional
10,1,control,ferri,2,1,emotional
10,0,control,bajada,3,6,emotional
10,0,control,destello,4,3,emotional
10,0,control,universo,5,1,emotional
10,1,control,vibraci�n,6,1,emotional
10,1,control,terminal,7,6,emotional
10,1,control,mu�eca,9,2,emotional
10,1,control,envase,10,4,emotional
10,1,control,ficci�n,13,3,emotional
10,1,control,cumplimiento,15,6,emotional
10,1,control,inteligencia,17,1,emotional
10,0,control,carrera,19,2,emotional
10,1,control,alimento,20,4,emotional
10,0,control,comunidad,21,3,emotional
10,0,control,cultura,24,2,emotional
10,0,control,fuente,27,6,emotional
10,1,control,viento,29,4,emotional
10,0,control,ocupaci�n,31,3,emotional
10,0,control,persona,33,4,emotional
10,0,control,escena,36,2,emotional
11,1,control,mar,1,6,emotional
11,0,control,trabajo,3,2,emotional
11,0,control,branquias,11,1,emotional
11,1,control,avi�n,14,1,emotional
11,1,control,mensaje,17,3,emotional
11,0,control,atm�sfera,19,4,emotional
11,1,control,cuento,20,4,emotional
11,1,control,codo,21,1,emotional
11,1,control,invitados,23,2,emotional
11,1,control,creatividad,24,6,emotional
11,1,control,amanecer,26,6,emotional
11,1,control,cocinero,27,6,emotional
11,1,control,extranjero,29,4,emotional
11,0,control,ba�l,30,3,emotional
11,0,control,movimiento,32,1,emotional
11,0,control,cima,33,3,emotional
11,1,control,nervio,34,4,emotional
11,1,control,mujer,35,2,emotional
11,1,control,cine,36,3,emotional
11,0,control,decisi�n,38,2,emotional
12,0,control,despensa,5,6,emotional
12,0,control,casillero,6,6,emotional
12,0,control,comunicaci�n,11,1,emotional
12,1,control,piscina,12,3,emotional
12,1,control,permiso,16,2,emotional
12,1,control,inhalaci�n,18,4,emotional
12,0,control,banquero,19,1,emotional
12,1,control,cultura,21,4,emotional
12,1,control,protagonista,22,3,emotional
12,0,control,naturaleza,23,1,emotional
12,0,control,congregaci�n,25,2,emotional
12,0,control,piel,26,3,emotional
12,1,control,entrenador,27,6,emotional
12,1,control,luminoso,28,6,emotional
12,1,control,escena,29,4,emotional
12,1,control,acompa�ante,31,3,emotional
12,1,control,inteligencia,33,2,emotional
12,1,control,puente,34,4,emotional
12,1,control,aeropuerto,39,2,emotional
12,1,control,pantorrilla,40,1,emotional
14,1,control,sensaci�n,1,3,emotional
14,1,control,concentraci�n,2,3,emotional
14,1,control,estadio,3,4,emotional
14,0,control,almuerzo,4,1,emotional
14,0,control,costa,6,2,emotional
14,0,control,caja,9,2,emotional
14,1,control,profesi�n,12,1,emotional
14,0,control,atleta,14,3,emotional
14,1,control,boca,15,3,emotional
14,0,control,idioma,16,2,emotional
14,1,control,tobillo,18,2,emotional
14,1,control,cr�neo,19,1,emotional
14,0,control,dama,20,6,emotional
14,1,control,�ptica,21,6,emotional
14,0,control,regla,22,6,emotional
14,1,control,transmisi�n,25,4,emotional
14,0,control,cima,27,4,emotional
14,1,control,texto,30,6,emotional
14,0,control,animal,36,4,emotional
14,0,control,d�a,38,1,emotional
15,0,control,trastero,3,6,emotional
15,0,control,receptor,5,6,emotional
15,1,control,profesi�n,6,2,emotional
15,1,control,lago,8,3,emotional
15,1,control,cena,10,4,emotional
15,1,control,sol,11,2,emotional
15,0,control,atleta,14,3,emotional
15,1,control,neurona,16,6,emotional
15,0,control,pauta,17,4,emotional
15,0,control,andamio,19,1,emotional
15,1,control,universo,20,6,emotional
15,1,control,idioma,22,4,emotional
15,1,control,teatro,25,2,emotional
15,0,control,panorama,26,3,emotional
15,1,control,simposio,30,1,emotional
15,0,control,biograf�a,32,2,emotional
15,0,control,cadera,35,4,emotional
15,1,control,mujer,37,1,emotional
15,0,control,contacto,38,3,emotional
15,1,control,brisa,39,1,emotional
16,0,control,individuo,1,1,emotional
16,0,control,bajada,3,6,emotional
16,1,control,visi�n,4,2,emotional
16,0,control,comunidad,5,2,emotional
16,0,control,profesi�n,6,6,emotional
16,1,control,hombro,8,6,emotional
16,0,control,protagonista,9,3,emotional
16,0,control,transmisi�n,10,2,emotional
16,1,control,p�blico,12,3,emotional
16,0,control,trastero,14,4,emotional
16,0,control,palma,18,1,emotional
16,0,control,filosof�a,23,2,emotional
16,1,control,cocina,24,6,emotional
16,1,control,criatura,26,3,emotional
16,0,control,aire,30,1,emotional
16,0,control,chispa,31,4,emotional
16,0,control,resoluci�n,32,4,emotional
16,0,control,originario,36,4,emotional
16,1,control,corredor,38,3,emotional
16,0,control,agua,39,1,emotional
17,0,control,branquias,3,3,emotional
17,0,control,natal,5,6,emotional
17,1,control,empleo,6,2,emotional
17,1,control,neurona,8,1,emotional
17,1,control,mano,10,4,emotional
17,0,control,tejado,11,4,emotional
17,0,control,criatura,12,3,emotional
17,0,control,caja,15,2,emotional
17,0,control,concurrencia,17,2,emotional
17,0,control,se�al,20,4,emotional
17,1,control,comida,22,6,emotional
17,0,control,acompa�ante,23,3,emotional
17,0,control,reflectante,24,1,emotional
17,0,control,regla,26,6,emotional
17,1,control,piel,28,3,emotional
17,0,control,cuento,29,1,emotional
17,0,control,cauce,30,1,emotional
17,1,control,pasajero,36,6,emotional
17,1,control,visi�n,37,4,emotional
17,1,control,atleta,38,2,emotional
18,0,control,armario,3,3,emotional
18,0,control,estadio,7,4,emotional
18,0,control,hombro,8,2,emotional
18,1,control,cr�neo,10,6,emotional
18,0,control,altura,11,2,emotional
18,1,control,visado,12,1,emotional
18,0,control,pulm�n,17,3,emotional
18,0,control,costa,20,3,emotional
18,1,control,receptor,21,4,emotional
18,0,control,universo,22,1,emotional
18,1,control,ojeada,24,2,emotional
18,0,control,permiso,26,6,emotional
18,0,control,cuerpo,28,4,emotional
18,0,control,dama,29,1,emotional
18,0,control,deporte,30,2,emotional
18,0,control,esplendor,32,6,emotional
18,0,control,congregaci�n,34,4,emotional
18,0,control,novela,36,1,emotional
18,1,control,restaurante,37,3,emotional
18,0,control,trabajo,38,6,emotional
19,0,control,mensaje,1,3,emotional
19,0,control,concurrencia,2,1,emotional
19,0,control,soplo,3,4,emotional
19,0,control,articulaci�n,5,3,emotional
19,1,control,bajada,7,4,emotional
19,0,control,pauta,10,2,emotional
19,0,control,textura,14,3,emotional
19,0,control,abogado,16,4,emotional
19,0,control,sujeto,17,2,emotional
19,0,control,ojeada,18,1,emotional
19,0,control,cuento,20,3,emotional
19,1,control,mente,23,2,emotional
19,1,control,arroyo,25,6,emotional
19,0,control,terminal,27,1,emotional
19,1,control,campo,30,6,emotional
19,0,control,cena,32,1,emotional
19,0,control,aer�bic,33,4,emotional
19,1,control,visado,36,2,emotional
19,0,control,energ�a,37,6,emotional
19,0,control,consigna,38,6,emotional
20,1,control,norma,5,6,emotional
20,0,control,reuni�n,6,1,emotional
20,0,control,soplo,7,3,emotional
20,1,control,persona,9,1,emotional
20,0,control,estanque,12,6,emotional
20,1,control,bote,13,3,emotional
20,1,control,corredor,16,3,emotional
20,1,control,crecimiento,20,2,emotional
20,1,control,transferencia,21,4,emotional
20,1,control,bocata,22,4,emotional
20,0,control,puente,23,3,emotional
20,1,control,pasajero,26,4,emotional
20,0,control,sol�rium,27,4,emotional
20,0,control,mirada,31,1,emotional
20,1,control,natal,32,2,emotional
20,0,control,cuerpo,34,1,emotional
20,0,control,muslo,36,6,emotional
20,0,control,historia,37,6,emotional
20,1,control,pensamiento,39,2,emotional
20,1,control,f�sico,40,2,emotional
21,0,control,alimento,3,1,emotional
21,1,control,mano,4,2,emotional
21,0,control,inmigraci�n,7,6,emotional
21,1,control,protagonista,8,4,emotional
21,0,control,comunicaci�n,10,3,emotional
21,0,control,ventana,12,6,emotional
21,1,control,creatividad,14,4,emotional
21,0,control,brisa,15,1,emotional
21,0,control,resoluci�n,16,4,emotional
21,1,control,relaci�n,20,2,emotional
21,1,control,mar,23,2,emotional
21,1,control,animal,25,6,emotional
21,0,control,cuerpo,27,3,emotional
21,0,control,casillero,28,2,emotional
21,1,control,reuni�n,29,4,emotional
21,1,control,teatro,30,1,emotional
21,1,control,vocaci�n,31,6,emotional
21,1,control,escena,32,3,emotional
21,0,control,mantenimiento,36,1,emotional
21,0,control,d�a,40,3,emotional
22,1,control,branquias,1,6,emotional
22,1,control,dep�sito,2,4,emotional
22,1,control,nacionalidad,3,6,emotional
22,1,control,nadador,5,1,emotional
22,0,control,relaci�n,7,2,emotional
22,0,control,concentraci�n,9,2,emotional
22,0,control,ocupaci�n,10,4,emotional
22,0,control,corredor,13,3,emotional
22,1,control,autor,16,1,emotional
22,1,control,creatividad,17,6,emotional
22,1,control,cocinero,21,1,emotional
22,0,control,superficie,22,2,emotional
22,1,control,correo,26,3,emotional
22,1,control,mirada,27,3,emotional
22,1,control,extremidad,31,1,emotional
22,1,control,estadio,32,4,emotional
22,0,control,ley,33,6,emotional
22,0,control,animal,34,4,emotional
22,1,control,rascacielos,36,2,emotional
22,1,control,chispa,40,3,emotional
23,1,control,comida,1,4,emotional
23,1,control,entrenador,2,3,emotional
23,0,control,instrucci�n,3,3,emotional
23,1,control,dama,5,6,emotional
23,1,control,ferri,7,4,emotional
23,0,control,luz,11,1,emotional
23,1,control,paisaje,12,2,emotional
23,0,control,contenedor,13,2,emotional
23,1,control,correo,14,3,emotional
23,1,control,mu�eca,15,6,emotional
23,0,control,roce,17,2,emotional
23,0,control,vapor,18,6,emotional
23,0,control,teatro,19,2,emotional
23,0,control,capitulo,22,4,emotional
23,0,control,simposio,23,6,emotional
23,0,control,idioma,25,1,emotional
23,0,control,edificio,27,4,emotional
23,0,control,fotograf�a,30,1,emotional
23,0,control,inteligencia,38,1,emotional
23,0,control,ingeniero,40,3,emotional
24,1,control,ingeniero,2,3,emotional
24,0,control,lugare�o,4,1,emotional
24,1,control,andamio,6,6,emotional
24,1,control,vista,7,4,emotional
24,1,control,canal,8,2,emotional
24,0,control,despensa,9,4,emotional
24,0,control,consigna,10,4,emotional
24,1,control,mano,13,1,emotional
24,0,control,alpinista,17,1,emotional
24,0,control,capitulo,18,6,emotional
24,1,control,mensaje,20,3,emotional
24,0,control,luminoso,21,2,emotional
24,0,control,decisi�n,23,6,emotional
24,0,control,ambiente,24,3,emotional
24,0,control,sensaci�n,25,1,emotional
24,0,control,comunidad,26,2,emotional
24,0,control,imaginaci�n,33,2,emotional
24,0,control,branquias,37,3,emotional
24,0,control,individuo,38,4,emotional
24,0,control,festival,39,6,emotional
25,0,control,cadera,4,6,emotional
25,0,control,criatura,5,1,emotional
25,1,control,tipo,8,3,emotional
25,0,control,luminoso,9,6,emotional
25,1,control,brinco,10,6,emotional
25,1,control,�ptica,12,2,emotional
25,0,control,movimiento,14,1,emotional
25,1,control,estanque,16,3,emotional
25,0,control,encuentro,17,2,emotional
25,1,control,cocinero,18,1,emotional
25,0,control,intercambio,19,6,emotional
25,1,control,cuento,22,1,emotional
25,0,control,contacto,23,2,emotional
25,0,control,cultura,26,3,emotional
25,1,control,respiraci�n,28,4,emotional
25,0,control,norma,29,3,emotional
25,0,control,concentraci�n,30,4,emotional
25,0,control,actor,32,4,emotional
25,1,control,creatividad,33,2,emotional
25,1,control,almac�n,37,4,emotional
26,0,control,panorama,1,1,emotional
26,0,control,dedo,2,3,emotional
26,0,control,congregaci�n,3,2,emotional
26,0,control,pierna,4,2,emotional
26,1,control,editor,5,6,emotional
26,0,control,alimento,6,2,emotional
26,1,control,armario,8,3,emotional
26,0,control,regla,14,4,emotional
26,1,control,qu�mico,15,4,emotional
26,1,control,concierto,16,6,emotional
26,0,control,lugare�o,19,1,emotional
26,1,control,estanque,21,3,emotional
26,0,control,vida,22,6,emotional
26,1,control,branquias,24,3,emotional
26,1,control,creatividad,25,1,emotional
26,0,control,rascacielos,26,4,emotional
26,0,control,individuo,28,2,emotional
26,0,control,fuente,33,1,emotional
26,0,control,gimnasio,35,6,emotional
26,0,control,reflectante,40,4,emotional
27,1,control,alimento,2,4,emotional
27,1,control,roce,4,2,emotional
27,1,control,canal,9,6,emotional
27,0,control,nudillo,10,2,emotional
27,0,control,crecimiento,11,2,emotional
27,1,control,estadio,12,1,emotional
27,1,control,cine,13,6,emotional
27,1,control,transferencia,14,3,emotional
27,0,control,actor,15,3,emotional
27,0,control,luminoso,17,4,emotional
27,0,control,regla,19,6,emotional
27,1,control,novela,20,3,emotional
27,1,control,brinco,21,4,emotional
27,0,control,dep�sito,26,1,emotional
27,0,control,raz�n,27,1,emotional
27,1,control,ser,29,6,emotional
27,0,control,inhalaci�n,30,3,emotional
27,0,control,natal,32,1,emotional
27,0,control,congregaci�n,36,2,emotional
27,0,control,ejercicio,38,4,emotional
28,0,control,contrato,1,2,emotional
28,0,control,se�al,4,6,emotional
28,0,control,sol,5,4,emotional
28,1,control,campo,6,4,emotional
28,0,control,viaje,7,1,emotional
28,0,control,alpinista,9,6,emotional
28,1,control,pantorrilla,12,6,emotional
28,0,control,cuerpo,13,1,emotional
28,0,control,contenedor,17,3,emotional
28,1,control,sujeto,19,4,emotional
28,1,control,aeropuerto,20,6,emotional
28,0,control,biograf�a,22,1,emotional
28,1,control,cerebro,23,3,emotional
28,0,control,asamblea,25,2,emotional
28,1,control,cine,26,2,emotional
28,1,control,restaurante,28,3,emotional
28,1,control,edificio,30,3,emotional
28,1,control,branquias,35,2,emotional
28,1,control,banquero,37,4,emotional
28,0,control,agua,40,1,emotional
29,0,control,cocinero,1,6,emotional
29,0,control,amanecer,2,1,emotional
29,0,control,importaci�n,4,3,emotional
29,1,control,originario,7,6,emotional
29,0,control,movimiento,13,6,emotional
29,1,control,filosof�a,14,4,emotional
29,0,control,costa,15,2,emotional
29,0,control,festival,16,1,emotional
29,1,control,envase,17,6,emotional
29,1,control,ventana,18,3,emotional
29,0,control,grupo,19,2,emotional
29,1,control,individuo,21,3,emotional
29,0,control,panorama,23,4,emotional
29,1,control,editor,24,2,emotional
29,0,control,regla,25,3,emotional
29,0,control,campo,26,4,emotional
29,0,control,ventilaci�n,27,2,emotional
29,0,control,superficie,28,1,emotional
29,0,control,mu�eca,29,1,emotional
29,0,control,abogado,40,4,emotional
30,0,control,restaurante,1,1,emotional
30,1,control,cadera,2,2,emotional
30,1,control,visi�n,6,3,emotional
30,1,control,mantenimiento,7,4,emotional
30,1,control,emisor,8,6,emotional
30,0,control,ambiente,10,1,emotional
30,1,control,d�a,11,3,emotional
30,0,control,persona,13,4,emotional
30,0,control,estadio,14,1,emotional
30,1,control,ferri,16,2,emotional
30,1,control,consenso,21,3,emotional
30,0,control,grupo,23,6,emotional
30,0,control,abogado,27,4,emotional
30,1,control,envase,30,3,emotional
30,0,control,extranjero,31,4,emotional
30,1,control,nervio,34,6,emotional
30,0,control,inhalaci�n,35,6,emotional
30,0,control,meditaci�n,37,1,emotional
30,0,control,altura,38,2,emotional
30,0,control,capitulo,39,2,emotional
31,0,control,permiso,3,2,emotional
31,1,control,intercambio,4,6,emotional
31,0,control,aeropuerto,5,1,emotional
31,0,control,textura,7,1,emotional
31,1,control,trama,10,1,emotional
31,1,control,luz,13,3,emotional
31,1,control,neurona,15,1,emotional
31,1,control,cauce,17,6,emotional
31,0,control,puente,18,3,emotional
31,1,control,lupa,19,4,emotional
31,1,control,naturaleza,20,6,emotional
31,1,control,boca,21,4,emotional
31,1,control,buffet,23,4,emotional
31,1,control,individuo,28,3,emotional
31,0,control,almac�n,32,2,emotional
31,1,control,natal,33,2,emotional
31,1,control,corredor,36,4,emotional
31,0,control,mano,38,6,emotional
31,0,control,comunidad,39,3,emotional
31,0,control,contable,40,2,emotional
32,0,control,tobillo,1,4,emotional
32,0,control,contable,2,1,emotional
32,1,control,texto,3,3,emotional
32,0,control,sensibilidad,5,3,emotional
32,1,control,se�al,10,2,emotional
32,0,control,lupa,11,2,emotional
32,1,control,asamblea,13,2,emotional
32,0,control,persona,14,6,emotional
32,0,control,estanque,16,1,emotional
32,1,control,contenedor,17,4,emotional
32,0,control,vapor,22,1,emotional
32,0,control,tejado,24,1,emotional
32,1,control,cena,25,6,emotional
32,1,control,legislaci�n,26,3,emotional
32,0,control,chispa,34,6,emotional
32,1,control,atm�sfera,35,4,emotional
32,1,control,aer�bic,36,4,emotional
32,1,control,encuentro,37,2,emotional
32,1,control,pasaporte,38,3,emotional
32,1,control,cr�neo,40,6,emotional
33,1,control,ciclista,2,3,emotional
33,0,control,mar,7,1,emotional
33,0,control,video,8,4,emotional
33,0,control,sensibilidad,10,1,emotional
33,1,control,trabajo,11,4,emotional
33,0,control,congreso,13,2,emotional
33,1,control,inmigraci�n,15,6,emotional
33,0,control,altillo,16,4,emotional
33,1,control,novela,18,3,emotional
33,0,control,intercambio,19,1,emotional
33,0,control,contrato,22,2,emotional
33,0,control,reflectante,23,2,emotional
33,0,control,nevera,24,1,emotional
33,1,control,hombro,26,3,emotional
33,1,control,brisa,28,2,emotional
33,1,control,terminal,29,6,emotional
33,1,control,cocinero,30,6,emotional
33,1,control,ambiente,34,4,emotional
33,0,control,compa�ero,35,3,emotional
33,0,control,ingenio,36,6,emotional
34,1,control,libro,2,4,emotional
34,1,control,panorama,3,4,emotional
34,1,control,pasajero,4,6,emotional
34,1,control,ba�l,7,3,emotional
34,1,control,norma,9,4,emotional
34,0,control,articulaci�n,10,3,emotional
34,0,control,transacci�n,12,1,emotional
34,0,control,asamblea,14,4,emotional
34,1,control,imaginaci�n,15,6,emotional
34,1,control,piel,21,2,emotional
34,1,control,edificio,24,1,emotional
34,1,control,extranjero,25,6,emotional
34,1,control,soplo,26,2,emotional
34,0,control,piscina,30,1,emotional
34,1,control,comida,31,2,emotional
34,1,control,campo,33,6,emotional
34,0,control,sujeto,35,3,emotional
34,0,control,destello,38,1,emotional
34,0,control,ejercicio,39,2,emotional
34,1,control,abogado,40,3,emotional
35,1,control,cine,1,4,emotional
35,1,control,cuento,2,4,emotional
35,0,control,ventana,3,1,emotional
35,1,control,cena,8,2,emotional
35,0,control,socio,10,3,emotional
35,1,control,arroyo,11,1,emotional
35,0,control,contacto,13,3,emotional
35,0,control,caminata,14,1,emotional
35,1,control,f�sico,18,2,emotional
35,1,control,amanecer,19,4,emotional
35,0,control,viaje,20,2,emotional
35,1,control,regla,21,3,emotional
35,0,control,inteligencia,22,6,emotional
35,1,control,emisor,26,2,emotional
35,1,control,avi�n,32,3,emotional
35,0,control,animal,34,4,emotional
35,1,control,hombro,35,6,emotional
35,1,control,ba�l,37,6,emotional
35,1,control,branquias,38,6,emotional
35,0,control,reuni�n,40,1,emotional
36,1,control,metro,1,2,emotional
36,1,control,simposio,6,6,emotional
36,0,control,cuerpo,8,3,emotional
36,1,control,individuo,11,1,emotional
36,0,control,aprendiz,12,2,emotional
36,1,control,crecimiento,14,3,emotional
36,0,control,lago,15,3,emotional
36,0,control,mano,16,1,emotional
36,1,control,patriotismo,17,1,emotional
36,1,control,restaurante,18,4,emotional
36,0,control,trastero,19,2,emotional
36,1,control,pulm�n,23,6,emotional
36,0,control,chispa,24,6,emotional
36,0,control,fotograf�a,26,4,emotional
36,0,control,contrato,29,6,emotional
36,0,control,comunicaci�n,31,1,emotional
36,1,control,altillo,32,4,emotional
36,1,control,cabeza,35,2,emotional
36,1,control,ciclista,36,4,emotional
36,0,control,protagonista,39,3,emotional
37,0,control,caja,4,4,emotional
37,0,control,hombre,6,3,emotional
37,0,control,idioma,10,6,emotional
37,1,control,correo,11,1,emotional
37,1,control,energ�a,13,4,emotional
37,0,control,inhalaci�n,14,3,emotional
37,1,control,empleo,15,4,emotional
37,1,control,muslo,16,2,emotional
37,1,control,cauce,17,4,emotional
37,0,control,campo,19,6,emotional
37,1,control,teatro,20,1,emotional
37,0,control,bocata,25,6,emotional
37,1,control,cr�neo,26,3,emotional
37,1,control,texto,27,1,emotional
37,0,control,mantenimiento,28,2,emotional
37,1,control,brinco,30,2,emotional
37,0,control,pauta,32,2,emotional
37,1,control,visi�n,34,6,emotional
37,1,control,simposio,35,1,emotional
37,0,control,textura,37,3,emotional
38,1,control,visi�n,2,6,emotional
38,1,control,protagonista,5,2,emotional
38,0,control,teatro,7,1,emotional
38,0,control,vocaci�n,10,3,emotional
38,1,control,invitados,11,3,emotional
38,0,control,meditaci�n,12,4,emotional
38,0,control,altura,13,4,emotional
38,0,control,intercambio,18,3,emotional
38,0,control,alimento,19,6,emotional
38,1,control,carrera,20,6,emotional
38,0,control,brisa,22,2,emotional
38,0,control,codo,26,3,emotional
38,0,control,pauta,27,1,emotional
38,0,control,humanidad,28,2,emotional
38,0,control,cuerpo,29,4,emotional
38,0,control,esplendor,31,1,emotional
38,0,control,viaje,33,2,emotional
38,0,control,compa�ero,34,4,emotional
38,1,control,estanque,36,6,emotional
38,0,control,bote,38,1,emotional
39,1,control,rascacielos,4,2,emotional
39,1,control,observador,5,4,emotional
39,1,control,humanidad,6,3,emotional
39,0,control,norma,9,1,emotional
39,1,control,ficci�n,11,4,emotional
39,0,control,meditaci�n,12,4,emotional
39,0,control,dedo,13,2,emotional
39,0,control,caminata,14,3,emotional
39,0,control,reuni�n,16,6,emotional
39,0,control,arroyo,17,6,emotional
39,1,control,festival,20,4,emotional
39,0,control,colega,22,1,emotional
39,0,control,aire,23,2,emotional
39,0,control,sopa,26,3,emotional
39,1,control,caja,27,6,emotional
39,0,control,aprendiz,34,2,emotional
39,1,control,lugare�o,36,6,emotional
39,1,control,cadera,38,3,emotional
39,0,control,esplendor,39,1,emotional
39,0,control,se�al,40,1,emotional
40,0,control,muslo,3,2,emotional
40,0,control,natal,6,4,emotional
40,1,control,luz,7,1,emotional
40,1,control,casillero,9,4,emotional
40,1,control,rascacielos,10,1,emotional
40,0,control,contable,11,4,emotional
40,0,control,instrucci�n,12,3,emotional
40,0,control,comunidad,13,1,emotional
40,0,control,libro,17,2,emotional
40,0,control,restaurante,23,3,emotional
40,0,control,raz�n,24,6,emotional
40,0,control,vida,25,2,emotional
40,0,control,superficie,27,3,emotional
40,1,control,video,28,4,emotional
40,1,control,mujer,30,6,emotional
40,0,control,arroyo,31,3,emotional
40,0,control,pulm�n,34,1,emotional
40,0,control,deporte,35,6,emotional
40,0,control,comunicaci�n,36,6,emotional
40,0,control,festival,40,2,emotional
41,0,control,sujeto,3,2,emotional
41,1,control,sopa,4,6,emotional
41,0,control,destinatario,5,1,emotional
41,1,control,altillo,6,4,emotional
41,1,control,cr�neo,7,1,emotional
41,1,control,empleo,8,3,emotional
41,0,control,reuni�n,9,2,emotional
41,1,control,visi�n,10,6,emotional
41,1,control,capitulo,11,2,emotional
41,1,control,vida,12,1,emotional
41,1,control,pantorrilla,16,2,emotional
41,1,control,energ�a,20,6,emotional
41,0,control,contrato,22,4,emotional
41,0,control,sensaci�n,25,4,emotional
41,0,control,estadio,28,3,emotional
41,1,control,cauce,32,6,emotional
41,0,control,visado,33,4,emotional
41,1,control,aer�bic,34,3,emotional
41,0,control,consigna,39,1,emotional
41,0,control,branquias,40,3,emotional
42,1,control,tejado,1,2,emotional
42,1,control,avi�n,3,4,emotional
42,1,control,luz,5,6,emotional
42,1,control,buffet,6,4,emotional
42,0,control,intercambio,8,3,emotional
42,0,control,invitados,15,2,emotional
42,0,control,observador,16,2,emotional
42,1,control,visitante,19,6,emotional
42,1,control,hombro,22,3,emotional
42,0,control,ficci�n,23,6,emotional
42,0,control,regla,27,1,emotional
42,0,control,universo,28,1,emotional
42,0,control,mujer,29,3,emotional
42,0,control,contacto,30,4,emotional
42,0,control,trastero,31,1,emotional
42,0,control,gimnasio,33,3,emotional
42,0,control,oxigeno,35,6,emotional
42,1,control,agua,36,4,emotional
42,1,control,f�sico,37,1,emotional
42,1,control,cr�neo,40,2,emotional
43,0,control,viaje,1,4,emotional
43,1,control,qu�mico,2,3,emotional
43,0,control,viento,3,6,emotional
43,0,control,consigna,4,3,emotional
43,1,control,regla,5,6,emotional
43,1,control,roce,8,1,emotional
43,1,control,bajada,14,4,emotional
43,0,control,continuaci�n,17,1,emotional
43,0,control,corredor,19,1,emotional
43,1,control,cine,22,3,emotional
43,1,control,codo,24,4,emotional
43,1,control,aeropuerto,26,6,emotional
43,1,control,dama,28,2,emotional
43,0,control,invitados,30,4,emotional
43,0,control,amanecer,31,2,emotional
43,1,control,filosof�a,33,6,emotional
43,1,control,cauce,35,2,emotional
43,0,control,transacci�n,36,3,emotional
43,1,control,cocina,37,1,emotional
43,0,control,humanidad,39,2,emotional
44,0,control,pantorrilla,1,3,emotional
44,0,control,merienda,2,2,emotional
44,0,control,compa�ero,4,2,emotional
44,0,control,mantenimiento,6,1,emotional
44,0,control,cabeza,8,6,emotional
44,1,control,amanecer,9,4,emotional
44,1,control,p�blico,12,4,emotional
44,1,control,brisa,16,6,emotional
44,0,control,lupa,19,1,emotional
44,0,control,lago,20,1,emotional
44,1,control,nevera,24,6,emotional
44,0,control,naturaleza,25,3,emotional
44,1,control,nervio,27,3,emotional
44,0,control,contrato,28,4,emotional
44,1,control,edificio,30,2,emotional
44,0,control,capitulo,31,1,emotional
44,0,control,dialogo,32,2,emotional
44,0,control,cultura,35,3,emotional
44,0,control,importaci�n,38,6,emotional
44,0,control,banquero,39,4,emotional
45,1,control,se�al,4,4,emotional
45,1,control,tejado,5,3,emotional
45,1,control,biograf�a,7,4,emotional
45,0,control,corredor,12,3,emotional
45,0,control,cena,13,1,emotional
45,0,control,qu�mico,14,1,emotional
45,0,control,universo,16,6,emotional
45,1,control,roce,18,4,emotional
45,0,control,costa,20,3,emotional
45,0,control,relaci�n,21,1,emotional
45,0,control,meditaci�n,22,2,emotional
45,1,control,vapor,23,3,emotional
45,0,control,video,24,6,emotional
45,1,control,metro,27,6,emotional
45,0,control,consenso,28,4,emotional
45,1,control,nacionalidad,30,6,emotional
45,0,control,trastero,32,2,emotional
45,0,control,dialogo,34,1,emotional
45,0,control,mu�eca,37,2,emotional
45,1,control,reflectante,40,2,emotional
46,0,control,observador,4,3,emotional
46,1,control,comida,8,1,emotional
46,0,control,gente,10,6,emotional
46,1,control,transacci�n,11,3,emotional
46,0,control,roce,12,1,emotional
46,0,control,puente,13,4,emotional
46,0,control,actor,15,3,emotional
46,1,control,rio,17,6,emotional
46,0,control,neurona,19,4,emotional
