recprob,subject,encpos,list_type,item,oddvctrl
0.75,50,8,perceptual,control,control
0.5,52,8,perceptual,control,control
0.5,53,8,perceptual,control,control
0,55,8,perceptual,control,control
1,56,8,perceptual,control,control
0.5,57,8,perceptual,control,control
0.333333333333333,58,8,perceptual,control,control
0.666666666666667,59,8,perceptual,control,control
0.5,60,8,perceptual,control,control
0,61,8,perceptual,control,control
0,62,8,perceptual,control,control
0.6,63,8,perceptual,control,control
0.75,65,8,perceptual,control,control
1,67,8,perceptual,control,control
0,68,8,perceptual,control,control
0.333333333333333,69,8,perceptual,control,control
0.428571428571429,70,8,perceptual,control,control
0,72,8,perceptual,control,control
0.8,73,8,perceptual,control,control
1,74,8,perceptual,control,control
1,75,8,perceptual,control,control
0,4,8,perceptual,controlm2,control
0.5,5,8,perceptual,controlm2,control
1,6,8,perceptual,controlm2,control
1,7,8,perceptual,controlm2,control
0.5,9,8,perceptual,controlm2,control
1,10,8,perceptual,controlm2,control
1,11,8,perceptual,controlm2,control
0.75,12,8,perceptual,controlm2,control
0.75,14,8,perceptual,controlm2,control
0,15,8,perceptual,controlm2,control
0,16,8,perceptual,controlm2,control
0.333333333333333,17,8,perceptual,controlm2,control
1,18,8,perceptual,controlm2,control
0,19,8,perceptual,controlm2,control
0.25,20,8,perceptual,controlm2,control
0,21,8,perceptual,controlm2,control
0,22,8,perceptual,controlm2,control
0,23,8,perceptual,controlm2,control
0,24,8,perceptual,controlm2,control
1,25,8,perceptual,controlm2,control
0.666666666666667,26,8,perceptual,controlm2,control
1,27,8,perceptual,controlm2,control
0.666666666666667,28,8,perceptual,controlm2,control
0.333333333333333,29,8,perceptual,controlm2,control
0,30,8,perceptual,controlm2,control
0.666666666666667,31,8,perceptual,controlm2,control
0,32,8,perceptual,controlm2,control
0,33,8,perceptual,controlm2,control
1,34,8,perceptual,controlm2,control
0.5,35,8,perceptual,controlm2,control
0.5,36,8,perceptual,controlm2,control
0.25,37,8,perceptual,controlm2,control
1,38,8,perceptual,controlm2,control
1,39,8,perceptual,controlm2,control
1,40,8,perceptual,controlm2,control
0.5,41,8,perceptual,controlm2,control
0.666666666666667,42,8,perceptual,controlm2,control
0.25,43,8,perceptual,controlm2,control
1,44,8,perceptual,controlm2,control
0.5,45,8,perceptual,controlm2,control
0,46,8,perceptual,controlm2,control
0,47,8,perceptual,controlm2,control
0,48,8,perceptual,controlm2,control
0,49,8,perceptual,controlm2,control
0.25,50,8,perceptual,controlm2,control
0,52,8,perceptual,controlm2,control
0.75,53,8,perceptual,controlm2,control
0,55,8,perceptual,controlm2,control
1,56,8,perceptual,controlm2,control
0.75,57,8,perceptual,controlm2,control
0.666666666666667,58,8,perceptual,controlm2,control
0.666666666666667,59,8,perceptual,controlm2,control
0.5,60,8,perceptual,controlm2,control
1,61,8,perceptual,controlm2,control
1,62,8,perceptual,controlm2,control
1,63,8,perceptual,controlm2,control
0.5,65,8,perceptual,controlm2,control
0.5,67,8,perceptual,controlm2,control
0.2,68,8,perceptual,controlm2,control
0.666666666666667,69,8,perceptual,controlm2,control
0.428571428571429,70,8,perceptual,controlm2,control
0,72,8,perceptual,controlm2,control
0.6,73,8,perceptual,controlm2,control
0,74,8,perceptual,controlm2,control
0,75,8,perceptual,controlm2,control
0,4,8,perceptual,controlm1,control
0,5,8,perceptual,controlm1,control
0,6,8,perceptual,controlm1,control
1,7,8,perceptual,controlm1,control
1,9,8,perceptual,controlm1,control
0,10,8,perceptual,controlm1,control
1,11,8,perceptual,controlm1,control
0.25,12,8,perceptual,controlm1,control
0.5,14,8,perceptual,controlm1,control
0.5,15,8,perceptual,controlm1,control
0,16,8,perceptual,controlm1,control
0.5,17,8,perceptual,controlm1,control
0.5,18,8,perceptual,controlm1,control
0,19,8,perceptual,controlm1,control
0.5,20,8,perceptual,controlm1,control
0,21,8,perceptual,controlm1,control
1,22,8,perceptual,controlm1,control
0,23,8,perceptual,controlm1,control
0,24,8,perceptual,controlm1,control
0,25,8,perceptual,controlm1,control
1,26,8,perceptual,controlm1,control
0.333333333333333,27,8,perceptual,controlm1,control
0.666666666666667,28,8,perceptual,controlm1,control
0,29,8,perceptual,controlm1,control
0.5,30,8,perceptual,controlm1,control
0.666666666666667,31,8,perceptual,controlm1,control
1,32,8,perceptual,controlm1,control
0.5,33,8,perceptual,controlm1,control
1,34,8,perceptual,controlm1,control
0.5,35,8,perceptual,controlm1,control
0.5,36,8,perceptual,controlm1,control
0.5,37,8,perceptual,controlm1,control
0,38,8,perceptual,controlm1,control
1,39,8,perceptual,controlm1,control
0,40,8,perceptual,controlm1,control
0.5,41,8,perceptual,controlm1,control
0.666666666666667,42,8,perceptual,controlm1,control
0.25,43,8,perceptual,controlm1,control
1,44,8,perceptual,controlm1,control
0.5,45,8,perceptual,controlm1,control
0,46,8,perceptual,controlm1,control
1,47,8,perceptual,controlm1,control
0,48,8,perceptual,controlm1,control
1,49,8,perceptual,controlm1,control
0.75,50,8,perceptual,controlm1,control
1,52,8,perceptual,controlm1,control
0.5,53,8,perceptual,controlm1,control
1,55,8,perceptual,controlm1,control
0,56,8,perceptual,controlm1,control
0.5,57,8,perceptual,controlm1,control
0,58,8,perceptual,controlm1,control
1,59,8,perceptual,controlm1,control
0,60,8,perceptual,controlm1,control
0,61,8,perceptual,controlm1,control
0,62,8,perceptual,controlm1,control
0,63,8,perceptual,controlm1,control
0.25,65,8,perceptual,controlm1,control
0.5,67,8,perceptual,controlm1,control
0.4,68,8,perceptual,controlm1,control
0.333333333333333,69,8,perceptual,controlm1,control
0.571428571428571,70,8,perceptual,controlm1,control
0,72,8,perceptual,controlm1,control
0.8,73,8,perceptual,controlm1,control
0,74,8,perceptual,controlm1,control
0.5,75,8,perceptual,controlm1,control
1,4,8,perceptual,controlp1,control
0.5,5,8,perceptual,controlp1,control
1,6,8,perceptual,controlp1,control
0,7,8,perceptual,controlp1,control
0.5,9,8,perceptual,controlp1,control
0,10,8,perceptual,controlp1,control
0,11,8,perceptual,controlp1,control
0.25,12,8,perceptual,controlp1,control
0.75,14,8,perceptual,controlp1,control
1,15,8,perceptual,controlp1,control
1,16,8,perceptual,controlp1,control
0.833333333333333,17,8,perceptual,controlp1,control
0.25,18,8,perceptual,controlp1,control
1,19,8,perceptual,controlp1,control
0.375,20,8,perceptual,controlp1,control
1,21,8,perceptual,controlp1,control
0.5,22,8,perceptual,controlp1,control
0,23,8,perceptual,controlp1,control
1,24,8,perceptual,controlp1,control
0,25,8,perceptual,controlp1,control
0,26,8,perceptual,controlp1,control
0.333333333333333,27,8,perceptual,controlp1,control
0.333333333333333,28,8,perceptual,controlp1,control
0.333333333333333,29,8,perceptual,controlp1,control
0.5,30,8,perceptual,controlp1,control
0.5,31,8,perceptual,controlp1,control
0,32,8,perceptual,controlp1,control
0.5,33,8,perceptual,controlp1,control
1,34,8,perceptual,controlp1,control
0.5,35,8,perceptual,controlp1,control
0,36,8,perceptual,controlp1,control
0.5,37,8,perceptual,controlp1,control
0,38,8,perceptual,controlp1,control
1,39,8,perceptual,controlp1,control
0.5,40,8,perceptual,controlp1,control
0.5,41,8,perceptual,controlp1,control
1,42,8,perceptual,controlp1,control
1,43,8,perceptual,controlp1,control
0,44,8,perceptual,controlp1,control
0.5,45,8,perceptual,controlp1,control
0,46,8,perceptual,controlp1,control
1,47,8,perceptual,controlp1,control
0.333333333333333,48,8,perceptual,controlp1,control
1,49,8,perceptual,controlp1,control
0.5,50,8,perceptual,controlp1,control
0,52,8,perceptual,controlp1,control
0.5,53,8,perceptual,controlp1,control
1,55,8,perceptual,controlp1,control
1,56,8,perceptual,controlp1,control
0,57,8,perceptual,controlp1,control
0,58,8,perceptual,controlp1,control
0.333333333333333,59,8,perceptual,controlp1,control
0.5,60,8,perceptual,controlp1,control
0,61,8,perceptual,controlp1,control
1,62,8,perceptual,controlp1,control
0.4,63,8,perceptual,controlp1,control
0.75,65,8,perceptual,controlp1,control
0.5,67,8,perceptual,controlp1,control
0.4,68,8,perceptual,controlp1,control
0.333333333333333,69,8,perceptual,controlp1,control
0.285714285714286,70,8,perceptual,controlp1,control
0.333333333333333,72,8,perceptual,controlp1,control
0.4,73,8,perceptual,controlp1,control
0,74,8,perceptual,controlp1,control
0.5,75,8,perceptual,controlp1,control
0,4,11,emotional,oddball,oddball
0.666666666666667,5,11,emotional,oddball,oddball
0.5,6,11,emotional,oddball,oddball
0,7,11,emotional,oddball,oddball
1,9,11,emotional,oddball,oddball
0.5,10,11,emotional,oddball,oddball
1,11,11,emotional,oddball,oddball
0.666666666666667,12,11,emotional,oddball,oddball
1,14,11,emotional,oddball,oddball
1,15,11,emotional,oddball,oddball
1,16,11,emotional,oddball,oddball
0.5,17,11,emotional,oddball,oddball
1,18,11,emotional,oddball,oddball
0.5,20,11,emotional,oddball,oddball
0,21,11,emotional,oddball,oddball
1,22,11,emotional,oddball,oddball
1,23,11,emotional,oddball,oddball
0.8,24,11,emotional,oddball,oddball
0.333333333333333,25,11,emotional,oddball,oddball
1,26,11,emotional,oddball,oddball
0.666666666666667,27,11,emotional,oddball,oddball
0.333333333333333,28,11,emotional,oddball,oddball
0.666666666666667,29,11,emotional,oddball,oddball
1,32,11,emotional,oddball,oddball
1,33,11,emotional,oddball,oddball
1,34,11,emotional,oddball,oddball
0,35,11,emotional,oddball,oddball
1,36,11,emotional,oddball,oddball
1,37,11,emotional,oddball,oddball
1,38,11,emotional,oddball,oddball
1,39,11,emotional,oddball,oddball
1,40,11,emotional,oddball,oddball
0.5,41,11,emotional,oddball,oddball
1,42,11,emotional,oddball,oddball
0.333333333333333,43,11,emotional,oddball,oddball
0,44,11,emotional,oddball,oddball
1,45,11,emotional,oddball,oddball
0.75,46,11,emotional,oddball,oddball
0.666666666666667,47,11,emotional,oddball,oddball
0.5,48,11,emotional,oddball,oddball
1,49,11,emotional,oddball,oddball
0.833333333333333,50,11,emotional,oddball,oddball
0.333333333333333,51,11,emotional,oddball,oddball
0.6,52,11,emotional,oddball,oddball
0.75,53,11,emotional,oddball,oddball
1,54,11,emotional,oddball,oddball
1,55,11,emotional,oddball,oddball
0,56,11,emotional,oddball,oddball
0.4,58,11,emotional,oddball,oddball
0.5,59,11,emotional,oddball,oddball
0.5,60,11,emotional,oddball,oddball
1,61,11,emotional,oddball,oddball
0,62,11,emotional,oddball,oddball
0,63,11,emotional,oddball,oddball
1,64,11,emotional,oddball,oddball
1,65,11,emotional,oddball,oddball
0,66,11,emotional,oddball,oddball
0.25,67,11,emotional,oddball,oddball
0.8,68,11,emotional,oddball,oddball
1,69,11,emotional,oddball,oddball
0.5,70,11,emotional,oddball,oddball
0.5,72,11,emotional,oddball,oddball
0.333333333333333,73,11,emotional,oddball,oddball
0.333333333333333,74,11,emotional,oddball,oddball
0.666666666666667,75,11,emotional,oddball,oddball
0,4,11,emotional,oddballm2,oddball
0.333333333333333,5,11,emotional,oddballm2,oddball
0.5,6,11,emotional,oddballm2,oddball
0,7,11,emotional,oddballm2,oddball
1,9,11,emotional,oddballm2,oddball
0.25,10,11,emotional,oddballm2,oddball
0.333333333333333,11,11,emotional,oddballm2,oddball
0.333333333333333,12,11,emotional,oddballm2,oddball
1,14,11,emotional,oddballm2,oddball
0,15,11,emotional,oddballm2,oddball
0,16,11,emotional,oddballm2,oddball
1,17,11,emotional,oddballm2,oddball
0,18,11,emotional,oddballm2,oddball
0.25,20,11,emotional,oddballm2,oddball
0.5,21,11,emotional,oddballm2,oddball
0,22,11,emotional,oddballm2,oddball
0,23,11,emotional,oddballm2,oddball
0.2,24,11,emotional,oddballm2,oddball
0.333333333333333,25,11,emotional,oddballm2,oddball
0,26,11,emotional,oddballm2,oddball
0.333333333333333,27,11,emotional,oddballm2,oddball
0.333333333333333,28,11,emotional,oddballm2,oddball
0.666666666666667,29,11,emotional,oddballm2,oddball
1,32,11,emotional,oddballm2,oddball
0.5,33,11,emotional,oddballm2,oddball
1,34,11,emotional,oddballm2,oddball
0,35,11,emotional,oddballm2,oddball
1,36,11,emotional,oddballm2,oddball
0.333333333333333,37,11,emotional,oddballm2,oddball
0,38,11,emotional,oddballm2,oddball
0.333333333333333,39,11,emotional,oddballm2,oddball
0.5,40,11,emotional,oddballm2,oddball
0,41,11,emotional,oddballm2,oddball
0,42,11,emotional,oddballm2,oddball
0.333333333333333,43,11,emotional,oddballm2,oddball
0,44,11,emotional,oddballm2,oddball
0,45,11,emotional,oddballm2,oddball
0.75,46,11,emotional,oddballm2,oddball
0.333333333333333,47,11,emotional,oddballm2,oddball
0.5,48,11,emotional,oddballm2,oddball
1,49,11,emotional,oddballm2,oddball
0.333333333333333,50,11,emotional,oddballm2,oddball
0.666666666666667,51,11,emotional,oddballm2,oddball
0.4,52,11,emotional,oddballm2,oddball
0.75,53,11,emotional,oddballm2,oddball
0,54,11,emotional,oddballm2,oddball
0,55,11,emotional,oddballm2,oddball
0,56,11,emotional,oddballm2,oddball
0,58,11,emotional,oddballm2,oddball
0,59,11,emotional,oddballm2,oddball
0.5,60,11,emotional,oddballm2,oddball
1,61,11,emotional,oddballm2,oddball
0,62,11,emotional,oddballm2,oddball
0,63,11,emotional,oddballm2,oddball
0.75,64,11,emotional,oddballm2,oddball
0,65,11,emotional,oddballm2,oddball
0,66,11,emotional,oddballm2,oddball
1,67,11,emotional,oddballm2,oddball
0.4,68,11,emotional,oddballm2,oddball
1,69,11,emotional,oddballm2,oddball
1,70,11,emotional,oddballm2,oddball
0,72,11,emotional,oddballm2,oddball
0.333333333333333,73,11,emotional,oddballm2,oddball
0.333333333333333,74,11,emotional,oddballm2,oddball
0.666666666666667,75,11,emotional,oddballm2,oddball
0,4,11,emotional,oddballm1,oddball
0,5,11,emotional,oddballm1,oddball
0.5,6,11,emotional,oddballm1,oddball
0,7,11,emotional,oddballm1,oddball
0.5,9,11,emotional,oddballm1,oddball
0,10,11,emotional,oddballm1,oddball
0.333333333333333,11,11,emotional,oddballm1,oddball
0.333333333333333,12,11,emotional,oddballm1,oddball
0,14,11,emotional,oddballm1,oddball
0.666666666666667,15,11,emotional,oddballm1,oddball
0,16,11,emotional,oddballm1,oddball
1,17,11,emotional,oddballm1,oddball
1,18,11,emotional,oddballm1,oddball
0.5,20,11,emotional,oddballm1,oddball
0,21,11,emotional,oddballm1,oddball
1,22,11,emotional,oddballm1,oddball
0,23,11,emotional,oddballm1,oddball
0.8,24,11,emotional,oddballm1,oddball
0,25,11,emotional,oddballm1,oddball
1,26,11,emotional,oddballm1,oddball
0.666666666666667,27,11,emotional,oddballm1,oddball
0.333333333333333,28,11,emotional,oddballm1,oddball
0.333333333333333,29,11,emotional,oddballm1,oddball
0.5,32,11,emotional,oddballm1,oddball
1,33,11,emotional,oddballm1,oddball
1,34,11,emotional,oddballm1,oddball
0,35,11,emotional,oddballm1,oddball
0.5,36,11,emotional,oddballm1,oddball
0.666666666666667,37,11,emotional,oddballm1,oddball
1,38,11,emotional,oddballm1,oddball
0.666666666666667,39,11,emotional,oddballm1,oddball
1,40,11,emotional,oddballm1,oddball
0,41,11,emotional,oddballm1,oddball
0.5,42,11,emotional,oddballm1,oddball
0.333333333333333,43,11,emotional,oddballm1,oddball
0,44,11,emotional,oddballm1,oddball
1,45,11,emotional,oddballm1,oddball
0.25,46,11,emotional,oddballm1,oddball
0.333333333333333,47,11,emotional,oddballm1,oddball
0.5,48,11,emotional,oddballm1,oddball
1,49,11,emotional,oddballm1,oddball
0.5,50,11,emotional,oddballm1,oddball
0.666666666666667,51,11,emotional,oddballm1,oddball
0,52,11,emotional,oddballm1,oddball
0.25,53,11,emotional,oddballm1,oddball
0.5,54,11,emotional,oddballm1,oddball
0.4,55,11,emotional,oddballm1,oddball
0,56,11,emotional,oddballm1,oddball
0.2,58,11,emotional,oddballm1,oddball
1,59,11,emotional,oddballm1,oddball
0.5,60,11,emotional,oddballm1,oddball
1,61,11,emotional,oddballm1,oddball
0,62,11,emotional,oddballm1,oddball
1,63,11,emotional,oddballm1,oddball
0.75,64,11,emotional,oddballm1,oddball
0.5,65,11,emotional,oddballm1,oddball
0,66,11,emotional,oddballm1,oddball
0,67,11,emotional,oddballm1,oddball
0.6,68,11,emotional,oddballm1,oddball
1,69,11,emotional,oddballm1,oddball
0.5,70,11,emotional,oddballm1,oddball
0.5,72,11,emotional,oddballm1,oddball
0.666666666666667,73,11,emotional,oddballm1,oddball
0.666666666666667,74,11,emotional,oddballm1,oddball
0,75,11,emotional,oddballm1,oddball
0,4,11,emotional,oddballp1,oddball
0.666666666666667,5,11,emotional,oddballp1,oddball
0.5,6,11,emotional,oddballp1,oddball
0.5,7,11,emotional,oddballp1,oddball
1,9,11,emotional,oddballp1,oddball
0.5,10,11,emotional,oddballp1,oddball
1,11,11,emotional,oddballp1,oddball
0,12,11,emotional,oddballp1,oddball
1,14,11,emotional,oddballp1,oddball
0.666666666666667,15,11,emotional,oddballp1,oddball
1,16,11,emotional,oddballp1,oddball
1,17,11,emotional,oddballp1,oddball
0,18,11,emotional,oddballp1,oddball
0.5,20,11,emotional,oddballp1,oddball
0,21,11,emotional,oddballp1,oddball
0,22,11,emotional,oddballp1,oddball
1,23,11,emotional,oddballp1,oddball
0.6,24,11,emotional,oddballp1,oddball
0.333333333333333,25,11,emotional,oddballp1,oddball
0,26,11,emotional,oddballp1,oddball
0.666666666666667,27,11,emotional,oddballp1,oddball
0.333333333333333,28,11,emotional,oddballp1,oddball
0.666666666666667,29,11,emotional,oddballp1,oddball
0.5,32,11,emotional,oddballp1,oddball
1,33,11,emotional,oddballp1,oddball
1,34,11,emotional,oddballp1,oddball
0,35,11,emotional,oddballp1,oddball
0,36,11,emotional,oddballp1,oddball
0.666666666666667,37,11,emotional,oddballp1,oddball
0,38,11,emotional,oddballp1,oddball
0.666666666666667,39,11,emotional,oddballp1,oddball
0.25,40,11,emotional,oddballp1,oddball
0.5,41,11,emotional,oddballp1,oddball
0.5,42,11,emotional,oddballp1,oddball
0.666666666666667,43,11,emotional,oddballp1,oddball
0,44,11,emotional,oddballp1,oddball
0,45,11,emotional,oddballp1,oddball
0.5,46,11,emotional,oddballp1,oddball
0.666666666666667,47,11,emotional,oddballp1,oddball
0.75,48,11,emotional,oddballp1,oddball
0,49,11,emotional,oddballp1,oddball
0.333333333333333,50,11,emotional,oddballp1,oddball
0.333333333333333,51,11,emotional,oddballp1,oddball
0.4,52,11,emotional,oddballp1,oddball
0.25,53,11,emotional,oddballp1,oddball
1,54,11,emotional,oddballp1,oddball
0.6,55,11,emotional,oddballp1,oddball
0,56,11,emotional,oddballp1,oddball
0,58,11,emotional,oddballp1,oddball
0.5,59,11,emotional,oddballp1,oddball
0,60,11,emotional,oddballp1,oddball
0,61,11,emotional,oddballp1,oddball
0,62,11,emotional,oddballp1,oddball
0,63,11,emotional,oddballp1,oddball
0.5,64,11,emotional,oddballp1,oddball
0,65,11,emotional,oddballp1,oddball
0.25,66,11,emotional,oddballp1,oddball
0.25,67,11,emotional,oddballp1,oddball
0.4,68,11,emotional,oddballp1,oddball
0,69,11,emotional,oddballp1,oddball
0,70,11,emotional,oddballp1,oddball
0,72,11,emotional,oddballp1,oddball
0.333333333333333,73,11,emotional,oddballp1,oddball
0.333333333333333,74,11,emotional,oddballp1,oddball
0,75,11,emotional,oddballp1,oddball
0.5,4,11,emotional,control,control
0,5,11,emotional,control,control
0,6,11,emotional,control,control
0.666666666666667,7,11,emotional,control,control
0.75,9,11,emotional,control,control
0.666666666666667,10,11,emotional,control,control
0.5,11,11,emotional,control,control
1,12,11,emotional,control,control
0,14,11,emotional,control,control
0.5,15,11,emotional,control,control
0,16,11,emotional,control,control
0,17,11,emotional,control,control
0,18,11,emotional,control,control
0.333333333333333,19,11,emotional,control,control
0.8,20,11,emotional,control,control
1,21,11,emotional,control,control
0.8,23,11,emotional,control,control
0.666666666666667,24,11,emotional,control,control
0,26,11,emotional,control,control
1,27,11,emotional,control,control
0.666666666666667,28,11,emotional,control,control
0,29,11,emotional,control,control
0.5,30,11,emotional,control,control
0.5,31,11,emotional,control,control
0.25,32,11,emotional,control,control
0,33,11,emotional,control,control
1,35,11,emotional,control,control
1,37,11,emotional,control,control
1,38,11,emotional,control,control
0.666666666666667,39,11,emotional,control,control
1,40,11,emotional,control,control
1,41,11,emotional,control,control
1,42,11,emotional,control,control
0,44,11,emotional,control,control
0,45,11,emotional,control,control
1,47,11,emotional,control,control
1,48,11,emotional,control,control
0.5,49,11,emotional,control,control
1,50,11,emotional,control,control
0.5,51,11,emotional,control,control
1,52,11,emotional,control,control
0.666666666666667,53,11,emotional,control,control
0,54,11,emotional,control,control
0.2,55,11,emotional,control,control
0,56,11,emotional,control,control
0.2,57,11,emotional,control,control
0,58,11,emotional,control,control
0.333333333333333,59,11,emotional,control,control
0.25,60,11,emotional,control,control
1,61,11,emotional,control,control
0,62,11,emotional,control,control
0,63,11,emotional,control,control
0.5,64,11,emotional,control,control
0.666666666666667,65,11,emotional,control,control
1,67,11,emotional,control,control
0,68,11,emotional,control,control
0.666666666666667,69,11,emotional,control,control
0.5,70,11,emotional,control,control
0.5,71,11,emotional,control,control
1,72,11,emotional,control,control
0,73,11,emotional,control,control
0.333333333333333,74,11,emotional,control,control
1,75,11,emotional,control,control
0.25,4,11,emotional,controlm2,control
0.5,5,11,emotional,controlm2,control
1,6,11,emotional,controlm2,control
1,7,11,emotional,controlm2,control
0.25,9,11,emotional,controlm2,control
0.333333333333333,10,11,emotional,controlm2,control
1,11,11,emotional,controlm2,control
0,12,11,emotional,controlm2,control
0,14,11,emotional,controlm2,control
1,15,11,emotional,controlm2,control
0.666666666666667,16,11,emotional,controlm2,control
0,17,11,emotional,controlm2,control
1,18,11,emotional,controlm2,control
0.333333333333333,19,11,emotional,controlm2,control
0.8,20,11,emotional,controlm2,control
0.5,21,11,emotional,controlm2,control
0.8,23,11,emotional,controlm2,control
1,24,11,emotional,controlm2,control
0,26,11,emotional,controlm2,control
1,27,11,emotional,controlm2,control
0.333333333333333,28,11,emotional,controlm2,control
0,29,11,emotional,controlm2,control
0.5,30,11,emotional,controlm2,control
0.25,31,11,emotional,controlm2,control
0.25,32,11,emotional,controlm2,control
1,33,11,emotional,controlm2,control
1,35,11,emotional,controlm2,control
0,37,11,emotional,controlm2,control
0.5,38,11,emotional,controlm2,control
1,39,11,emotional,controlm2,control
0,40,11,emotional,controlm2,control
1,41,11,emotional,controlm2,control
0,42,11,emotional,controlm2,control
0.5,44,11,emotional,controlm2,control
0,45,11,emotional,controlm2,control
0.5,47,11,emotional,controlm2,control
0,48,11,emotional,controlm2,control
0.25,49,11,emotional,controlm2,control
1,50,11,emotional,controlm2,control
0,51,11,emotional,controlm2,control
0,52,11,emotional,controlm2,control
0.333333333333333,53,11,emotional,controlm2,control
0,54,11,emotional,controlm2,control
0.4,55,11,emotional,controlm2,control
1,56,11,emotional,controlm2,control
0.2,57,11,emotional,controlm2,control
1,58,11,emotional,controlm2,control
0.333333333333333,59,11,emotional,controlm2,control
0.5,60,11,emotional,controlm2,control
0,61,11,emotional,controlm2,control
0.666666666666667,62,11,emotional,controlm2,control
0.666666666666667,63,11,emotional,controlm2,control
0.5,64,11,emotional,controlm2,control
0.333333333333333,65,11,emotional,controlm2,control
1,67,11,emotional,controlm2,control
0,68,11,emotional,controlm2,control
0.166666666666667,69,11,emotional,controlm2,control
0.5,70,11,emotional,controlm2,control
0.25,71,11,emotional,controlm2,control
0,72,11,emotional,controlm2,control
1,73,11,emotional,controlm2,control
0,74,11,emotional,controlm2,control
0.5,75,11,emotional,controlm2,control
0.75,4,11,emotional,controlm1,control
0,5,11,emotional,controlm1,control
1,6,11,emotional,controlm1,control
1,7,11,emotional,controlm1,control
0.75,9,11,emotional,controlm1,control
0.333333333333333,10,11,emotional,controlm1,control
0.5,11,11,emotional,controlm1,control
0,12,11,emotional,controlm1,control
0.5,14,11,emotional,controlm1,control
0,15,11,emotional,controlm1,control
0.666666666666667,16,11,emotional,controlm1,control
0.5,17,11,emotional,controlm1,control
0,18,11,emotional,controlm1,control
0.666666666666667,19,11,emotional,controlm1,control
0.4,20,11,emotional,controlm1,control
1,21,11,emotional,controlm1,control
0.4,23,11,emotional,controlm1,control
0.333333333333333,24,11,emotional,controlm1,control
0,26,11,emotional,controlm1,control
1,27,11,emotional,controlm1,control
0.666666666666667,28,11,emotional,controlm1,control
0,29,11,emotional,controlm1,control
0.75,30,11,emotional,controlm1,control
0.25,31,11,emotional,controlm1,control
0.5,32,11,emotional,controlm1,control
1,33,11,emotional,controlm1,control
1,35,11,emotional,controlm1,control
1,37,11,emotional,controlm1,control
0.5,38,11,emotional,controlm1,control
1,39,11,emotional,controlm1,control
0,40,11,emotional,controlm1,control
1,41,11,emotional,controlm1,control
0,42,11,emotional,controlm1,control
1,44,11,emotional,controlm1,control
0,45,11,emotional,controlm1,control
1,47,11,emotional,controlm1,control
0,48,11,emotional,controlm1,control
1,49,11,emotional,controlm1,control
1,50,11,emotional,controlm1,control
1,51,11,emotional,controlm1,control
0.5,52,11,emotional,controlm1,control
0,53,11,emotional,controlm1,control
0,54,11,emotional,controlm1,control
0.4,55,11,emotional,controlm1,control
0,56,11,emotional,controlm1,control
0.4,57,11,emotional,controlm1,control
0,58,11,emotional,controlm1,control
0,59,11,emotional,controlm1,control
0.5,60,11,emotional,controlm1,control
1,61,11,emotional,controlm1,control
0.333333333333333,62,11,emotional,controlm1,control
0.666666666666667,63,11,emotional,controlm1,control
0.5,64,11,emotional,controlm1,control
0.333333333333333,65,11,emotional,controlm1,control
0.666666666666667,67,11,emotional,controlm1,control
0,68,11,emotional,controlm1,control
0.5,69,11,emotional,controlm1,control
1,70,11,emotional,controlm1,control
0,71,11,emotional,controlm1,control
0,72,11,emotional,controlm1,control
1,73,11,emotional,controlm1,control
0,74,11,emotional,controlm1,control
0.5,75,11,emotional,controlm1,control
0.75,4,11,emotional,controlp1,control
0.5,5,11,emotional,controlp1,control
1,6,11,emotional,controlp1,control
0.333333333333333,7,11,emotional,controlp1,control
0.5,9,11,emotional,controlp1,control
0.666666666666667,10,11,emotional,controlp1,control
0.5,11,11,emotional,controlp1,control
1,12,11,emotional,controlp1,control
0.5,14,11,emotional,controlp1,control
0.5,15,11,emotional,controlp1,control
0.333333333333333,16,11,emotional,controlp1,control
0,17,11,emotional,controlp1,control
1,18,11,emotional,controlp1,control
0.666666666666667,19,11,emotional,controlp1,control
0.4,20,11,emotional,controlp1,control
0.5,21,11,emotional,controlp1,control
0.4,23,11,emotional,controlp1,control
0.333333333333333,24,11,emotional,controlp1,control
0,26,11,emotional,controlp1,control
1,27,11,emotional,controlp1,control
0.666666666666667,28,11,emotional,controlp1,control
1,29,11,emotional,controlp1,control
0.75,30,11,emotional,controlp1,control
0.5,31,11,emotional,controlp1,control
0.75,32,11,emotional,controlp1,control
0,33,11,emotional,controlp1,control
1,35,11,emotional,controlp1,control
0,37,11,emotional,controlp1,control
1,38,11,emotional,controlp1,control
0.666666666666667,39,11,emotional,controlp1,control
0,40,11,emotional,controlp1,control
0,41,11,emotional,controlp1,control
1,42,11,emotional,controlp1,control
0.5,44,11,emotional,controlp1,control
0,45,11,emotional,controlp1,control
1,47,11,emotional,controlp1,control
0,48,11,emotional,controlp1,control
1,49,11,emotional,controlp1,control
1,50,11,emotional,controlp1,control
0.5,51,11,emotional,controlp1,control
1,52,11,emotional,controlp1,control
0,53,11,emotional,controlp1,control
1,54,11,emotional,controlp1,control
0.8,55,11,emotional,controlp1,control
1,56,11,emotional,controlp1,control
0.4,57,11,emotional,controlp1,control
0,58,11,emotional,controlp1,control
0.333333333333333,59,11,emotional,controlp1,control
0.25,60,11,emotional,controlp1,control
0.666666666666667,61,11,emotional,controlp1,control
0.333333333333333,62,11,emotional,controlp1,control
