recprob,subject,encpos,list_type,item,oddvctrl
0.25,55,8,emotional,oddballm1,oddball
0,56,8,emotional,oddballm1,oddball
0,57,8,emotional,oddballm1,oddball
0.25,58,8,emotional,oddballm1,oddball
0.75,59,8,emotional,oddballm1,oddball
0,60,8,emotional,oddballm1,oddball
0.25,61,8,emotional,oddballm1,oddball
0.75,62,8,emotional,oddballm1,oddball
0.666666666666667,63,8,emotional,oddballm1,oddball
0.5,64,8,emotional,oddballm1,oddball
0.333333333333333,65,8,emotional,oddballm1,oddball
0.833333333333333,66,8,emotional,oddballm1,oddball
0.666666666666667,67,8,emotional,oddballm1,oddball
1,68,8,emotional,oddballm1,oddball
0,69,8,emotional,oddballm1,oddball
0.833333333333333,70,8,emotional,oddballm1,oddball
0,71,8,emotional,oddballm1,oddball
0.5,72,8,emotional,oddballm1,oddball
0.333333333333333,73,8,emotional,oddballm1,oddball
0,74,8,emotional,oddballm1,oddball
0.666666666666667,75,8,emotional,oddballm1,oddball
0.4,4,8,emotional,oddballp1,oddball
1,5,8,emotional,oddballp1,oddball
0.5,6,8,emotional,oddballp1,oddball
0,7,8,emotional,oddballp1,oddball
0,9,8,emotional,oddballp1,oddball
0.428571428571429,10,8,emotional,oddballp1,oddball
0,11,8,emotional,oddballp1,oddball
0.5,12,8,emotional,oddballp1,oddball
0.666666666666667,14,8,emotional,oddballp1,oddball
0.4,15,8,emotional,oddballp1,oddball
0.6,16,8,emotional,oddballp1,oddball
0,17,8,emotional,oddballp1,oddball
0.5,18,8,emotional,oddballp1,oddball
0.333333333333333,19,8,emotional,oddballp1,oddball
1,20,8,emotional,oddballp1,oddball
0.5,21,8,emotional,oddballp1,oddball
0.666666666666667,22,8,emotional,oddballp1,oddball
0.5,23,8,emotional,oddballp1,oddball
0.5,24,8,emotional,oddballp1,oddball
0,25,8,emotional,oddballp1,oddball
0,26,8,emotional,oddballp1,oddball
0.8,27,8,emotional,oddballp1,oddball
0.5,28,8,emotional,oddballp1,oddball
1,29,8,emotional,oddballp1,oddball
0.2,30,8,emotional,oddballp1,oddball
0.4,31,8,emotional,oddballp1,oddball
0.666666666666667,32,8,emotional,oddballp1,oddball
0.333333333333333,33,8,emotional,oddballp1,oddball
0.5,34,8,emotional,oddballp1,oddball
0.285714285714286,35,8,emotional,oddballp1,oddball
0,36,8,emotional,oddballp1,oddball
0.5,37,8,emotional,oddballp1,oddball
0.833333333333333,38,8,emotional,oddballp1,oddball
0.6,39,8,emotional,oddballp1,oddball
0.4,40,8,emotional,oddballp1,oddball
0.8,41,8,emotional,oddballp1,oddball
0.75,42,8,emotional,oddballp1,oddball
0.666666666666667,43,8,emotional,oddballp1,oddball
0.285714285714286,44,8,emotional,oddballp1,oddball
0.2,45,8,emotional,oddballp1,oddball
0.666666666666667,46,8,emotional,oddballp1,oddball
1,47,8,emotional,oddballp1,oddball
0,48,8,emotional,oddballp1,oddball
0.6,49,8,emotional,oddballp1,oddball
0.333333333333333,50,8,emotional,oddballp1,oddball
0.5,51,8,emotional,oddballp1,oddball
0.2,52,8,emotional,oddballp1,oddball
0.2,53,8,emotional,oddballp1,oddball
0.285714285714286,54,8,emotional,oddballp1,oddball
0.75,55,8,emotional,oddballp1,oddball
0.5,56,8,emotional,oddballp1,oddball
0,57,8,emotional,oddballp1,oddball
0,58,8,emotional,oddballp1,oddball
0.125,59,8,emotional,oddballp1,oddball
0,60,8,emotional,oddballp1,oddball
0.25,61,8,emotional,oddballp1,oddball
0.25,62,8,emotional,oddballp1,oddball
0.333333333333333,63,8,emotional,oddballp1,oddball
0.75,64,8,emotional,oddballp1,oddball
0.666666666666667,65,8,emotional,oddballp1,oddball
0.833333333333333,66,8,emotional,oddballp1,oddball
0.666666666666667,67,8,emotional,oddballp1,oddball
0.333333333333333,68,8,emotional,oddballp1,oddball
0,69,8,emotional,oddballp1,oddball
0.166666666666667,70,8,emotional,oddballp1,oddball
0,71,8,emotional,oddballp1,oddball
0,72,8,emotional,oddballp1,oddball
0.166666666666667,73,8,emotional,oddballp1,oddball
0.4,74,8,emotional,oddballp1,oddball
0.666666666666667,75,8,emotional,oddballp1,oddball
1,4,8,emotional,control,control
0.2,5,8,emotional,control,control
0.333333333333333,6,8,emotional,control,control
0.4,7,8,emotional,control,control
0,9,8,emotional,control,control
0,10,8,emotional,control,control
1,11,8,emotional,control,control
0.5,12,8,emotional,control,control
0.666666666666667,14,8,emotional,control,control
0.5,15,8,emotional,control,control
0,16,8,emotional,control,control
0.666666666666667,17,8,emotional,control,control
0,18,8,emotional,control,control
0,19,8,emotional,control,control
0.5,20,8,emotional,control,control
0.25,21,8,emotional,control,control
0.5,22,8,emotional,control,control
0,23,8,emotional,control,control
0,24,8,emotional,control,control
1,25,8,emotional,control,control
0.5,26,8,emotional,control,control
1,27,8,emotional,control,control
0.5,29,8,emotional,control,control
0,30,8,emotional,control,control
0.75,31,8,emotional,control,control
0.5,33,8,emotional,control,control
0.666666666666667,34,8,emotional,control,control
0.666666666666667,35,8,emotional,control,control
0,36,8,emotional,control,control
0.666666666666667,37,8,emotional,control,control
0,38,8,emotional,control,control
0.333333333333333,39,8,emotional,control,control
0.333333333333333,40,8,emotional,control,control
0.333333333333333,41,8,emotional,control,control
0.5,42,8,emotional,control,control
0.5,43,8,emotional,control,control
0.5,44,8,emotional,control,control
0,45,8,emotional,control,control
0.333333333333333,46,8,emotional,control,control
0,47,8,emotional,control,control
0.333333333333333,48,8,emotional,control,control
0.5,49,8,emotional,control,control
0.5,50,8,emotional,control,control
0.25,51,8,emotional,control,control
1,52,8,emotional,control,control
0,54,8,emotional,control,control
0.5,55,8,emotional,control,control
0.25,56,8,emotional,control,control
0.5,57,8,emotional,control,control
0,58,8,emotional,control,control
0,59,8,emotional,control,control
0,60,8,emotional,control,control
0,61,8,emotional,control,control
1,62,8,emotional,control,control
0.5,63,8,emotional,control,control
0.5,64,8,emotional,control,control
0.333333333333333,65,8,emotional,control,control
0.666666666666667,66,8,emotional,control,control
0,67,8,emotional,control,control
1,69,8,emotional,control,control
0.5,70,8,emotional,control,control
0.5,71,8,emotional,control,control
0.4,72,8,emotional,control,control
0.666666666666667,73,8,emotional,control,control
0,74,8,emotional,control,control
0,75,8,emotional,control,control
0,4,8,emotional,controlm2,control
0.2,5,8,emotional,controlm2,control
0.333333333333333,6,8,emotional,controlm2,control
0.2,7,8,emotional,controlm2,control
0,9,8,emotional,controlm2,control
0.5,10,8,emotional,controlm2,control
1,11,8,emotional,controlm2,control
0.5,12,8,emotional,controlm2,control
0.333333333333333,14,8,emotional,controlm2,control
1,15,8,emotional,controlm2,control
0,16,8,emotional,controlm2,control
0.666666666666667,17,8,emotional,controlm2,control
0.4,18,8,emotional,controlm2,control
0.5,19,8,emotional,controlm2,control
1,20,8,emotional,controlm2,control
0.5,21,8,emotional,controlm2,control
0.5,22,8,emotional,controlm2,control
0,23,8,emotional,controlm2,control
0.5,24,8,emotional,controlm2,control
1,25,8,emotional,controlm2,control
0.5,26,8,emotional,controlm2,control
0.5,27,8,emotional,controlm2,control
0.5,29,8,emotional,controlm2,control
1,30,8,emotional,controlm2,control
0.25,31,8,emotional,controlm2,control
0.5,33,8,emotional,controlm2,control
0.666666666666667,34,8,emotional,controlm2,control
0.333333333333333,35,8,emotional,controlm2,control
0,36,8,emotional,controlm2,control
0.333333333333333,37,8,emotional,controlm2,control
0.5,38,8,emotional,controlm2,control
0.333333333333333,39,8,emotional,controlm2,control
1,40,8,emotional,controlm2,control
0.666666666666667,41,8,emotional,controlm2,control
0.75,42,8,emotional,controlm2,control
1,43,8,emotional,controlm2,control
0,44,8,emotional,controlm2,control
0.333333333333333,45,8,emotional,controlm2,control
0,46,8,emotional,controlm2,control
0,47,8,emotional,controlm2,control
0.333333333333333,48,8,emotional,controlm2,control
0.5,49,8,emotional,controlm2,control
0.75,50,8,emotional,controlm2,control
0.75,51,8,emotional,controlm2,control
0.5,52,8,emotional,controlm2,control
0,54,8,emotional,controlm2,control
1,55,8,emotional,controlm2,control
0.25,56,8,emotional,controlm2,control
0.75,57,8,emotional,controlm2,control
1,58,8,emotional,controlm2,control
0,59,8,emotional,controlm2,control
0,60,8,emotional,controlm2,control
1,61,8,emotional,controlm2,control
0.5,62,8,emotional,controlm2,control
1,63,8,emotional,controlm2,control
1,64,8,emotional,controlm2,control
0.333333333333333,65,8,emotional,controlm2,control
1,66,8,emotional,controlm2,control
0,67,8,emotional,controlm2,control
1,69,8,emotional,controlm2,control
0.5,70,8,emotional,controlm2,control
0.5,71,8,emotional,controlm2,control
0.6,72,8,emotional,controlm2,control
0.666666666666667,73,8,emotional,controlm2,control
1,74,8,emotional,controlm2,control
1,75,8,emotional,controlm2,control
0,4,8,emotional,controlm1,control
0.4,5,8,emotional,controlm1,control
0.666666666666667,6,8,emotional,controlm1,control
0.6,7,8,emotional,controlm1,control
0,9,8,emotional,controlm1,control
0.5,10,8,emotional,controlm1,control
1,11,8,emotional,controlm1,control
0.5,12,8,emotional,controlm1,control
0.666666666666667,14,8,emotional,controlm1,control
1,15,8,emotional,controlm1,control
1,16,8,emotional,controlm1,control
0.666666666666667,17,8,emotional,controlm1,control
0.6,18,8,emotional,controlm1,control
0.5,19,8,emotional,controlm1,control
0.5,20,8,emotional,controlm1,control
0.5,21,8,emotional,controlm1,control
0.75,22,8,emotional,controlm1,control
0,23,8,emotional,controlm1,control
0.5,24,8,emotional,controlm1,control
1,25,8,emotional,controlm1,control
0,26,8,emotional,controlm1,control
0.5,27,8,emotional,controlm1,control
0,29,8,emotional,controlm1,control
1,30,8,emotional,controlm1,control
0,31,8,emotional,controlm1,control
0.25,33,8,emotional,controlm1,control
0.666666666666667,34,8,emotional,controlm1,control
0.666666666666667,35,8,emotional,controlm1,control
0,36,8,emotional,controlm1,control
0,37,8,emotional,controlm1,control
0.5,38,8,emotional,controlm1,control
0.666666666666667,39,8,emotional,controlm1,control
0.666666666666667,40,8,emotional,controlm1,control
0.333333333333333,41,8,emotional,controlm1,control
0.75,42,8,emotional,controlm1,control
0,43,8,emotional,controlm1,control
0.5,44,8,emotional,controlm1,control
0.666666666666667,45,8,emotional,controlm1,control
0.666666666666667,46,8,emotional,controlm1,control
1,47,8,emotional,controlm1,control
0,48,8,emotional,controlm1,control
0.5,49,8,emotional,controlm1,control
0.25,50,8,emotional,controlm1,control
0.75,51,8,emotional,controlm1,control
1,52,8,emotional,controlm1,control
0,54,8,emotional,controlm1,control
0.5,55,8,emotional,controlm1,control
0.75,56,8,emotional,controlm1,control
0.5,57,8,emotional,controlm1,control
0,58,8,emotional,controlm1,control
0,59,8,emotional,controlm1,control
0,60,8,emotional,controlm1,control
1,61,8,emotional,controlm1,control
0.5,62,8,emotional,controlm1,control
1,63,8,emotional,controlm1,control
1,64,8,emotional,controlm1,control
0,65,8,emotional,controlm1,control
0.666666666666667,66,8,emotional,controlm1,control
0,67,8,emotional,controlm1,control
1,69,8,emotional,controlm1,control
0.5,70,8,emotional,controlm1,control
0.75,71,8,emotional,controlm1,control
0.4,72,8,emotional,controlm1,control
0.333333333333333,73,8,emotional,controlm1,control
0.5,74,8,emotional,controlm1,control
1,75,8,emotional,controlm1,control
1,4,8,emotional,controlp1,control
0.4,5,8,emotional,controlp1,control
0.333333333333333,6,8,emotional,controlp1,control
0.4,7,8,emotional,controlp1,control
0,9,8,emotional,controlp1,control
1,10,8,emotional,controlp1,control
1,11,8,emotional,controlp1,control
0.333333333333333,12,8,emotional,controlp1,control
1,14,8,emotional,controlp1,control
1,15,8,emotional,controlp1,control
1,16,8,emotional,controlp1,control
0.333333333333333,17,8,emotional,controlp1,control
0.2,18,8,emotional,controlp1,control
1,19,8,emotional,controlp1,control
0.5,20,8,emotional,controlp1,control
0.25,21,8,emotional,controlp1,control
0.75,22,8,emotional,controlp1,control
0,23,8,emotional,controlp1,control
0.5,24,8,emotional,controlp1,control
0,25,8,emotional,controlp1,control
0.5,26,8,emotional,controlp1,control
1,27,8,emotional,controlp1,control
0,29,8,emotional,controlp1,control
1,30,8,emotional,controlp1,control
0.5,31,8,emotional,controlp1,control
1,33,8,emotional,controlp1,control
0.333333333333333,34,8,emotional,controlp1,control
0.666666666666667,35,8,emotional,controlp1,control
0,36,8,emotional,controlp1,control
0.333333333333333,37,8,emotional,controlp1,control
0.5,38,8,emotional,controlp1,control
0.333333333333333,39,8,emotional,controlp1,control
1,40,8,emotional,controlp1,control
0,41,8,emotional,controlp1,control
0.75,42,8,emotional,controlp1,control
1,43,8,emotional,controlp1,control
0,44,8,emotional,controlp1,control
0.666666666666667,45,8,emotional,controlp1,control
0.333333333333333,46,8,emotional,controlp1,control
1,47,8,emotional,controlp1,control
0.666666666666667,48,8,emotional,controlp1,control
0,49,8,emotional,controlp1,control
0.25,50,8,emotional,controlp1,control
0.25,51,8,emotional,controlp1,control
0.5,52,8,emotional,controlp1,control
0,54,8,emotional,controlp1,control
0,55,8,emotional,controlp1,control
0.75,56,8,emotional,controlp1,control
0.75,57,8,emotional,controlp1,control
1,58,8,emotional,controlp1,control
0,59,8,emotional,controlp1,control
1,60,8,emotional,controlp1,control
0,61,8,emotional,controlp1,control
1,62,8,emotional,controlp1,control
0,63,8,emotional,controlp1,control
0.5,64,8,emotional,controlp1,control
0.333333333333333,65,8,emotional,controlp1,control
0.333333333333333,66,8,emotional,controlp1,control
0,67,8,emotional,controlp1,control
1,69,8,emotional,controlp1,control
0,70,8,emotional,controlp1,control
0.25,71,8,emotional,controlp1,control
0.6,72,8,emotional,controlp1,control
0.666666666666667,73,8,emotional,controlp1,control
0,74,8,emotional,controlp1,control
1,75,8,emotional,controlp1,control
0.666666666666667,4,8,perceptual,oddball,oddball
0.8,5,8,perceptual,oddball,oddball
1,6,8,perceptual,oddball,oddball
0.6,7,8,perceptual,oddball,oddball
0.666666666666667,9,8,perceptual,oddball,oddball
0.6,10,8,perceptual,oddball,oddball
0.666666666666667,11,8,perceptual,oddball,oddball
0.5,12,8,perceptual,oddball,oddball
0.714285714285714,14,8,perceptual,oddball,oddball
0.5,15,8,perceptual,oddball,oddball
0.166666666666667,16,8,perceptual,oddball,oddball
0.4,17,8,perceptual,oddball,oddball
0.666666666666667,18,8,perceptual,oddball,oddball
0.6,19,8,perceptual,oddball,oddball
0.5,20,8,perceptual,oddball,oddball
0.5,21,8,perceptual,oddball,oddball
0.8,22,8,perceptual,oddball,oddball
0.25,23,8,perceptual,oddball,oddball
0.333333333333333,24,8,perceptual,oddball,oddball
1,25,8,perceptual,oddball,oddball
0.5,26,8,perceptual,oddball,oddball
0.5,27,8,perceptual,oddball,oddball
0.5,28,8,perceptual,oddball,oddball
1,29,8,perceptual,oddball,oddball
0.333333333333333,30,8,perceptual,oddball,oddball
0.5,31,8,perceptual,oddball,oddball
0,32,8,perceptual,oddball,oddball
1,33,8,perceptual,oddball,oddball
0.75,34,8,perceptual,oddball,oddball
1,35,8,perceptual,oddball,oddball
0.5,36,8,perceptual,oddball,oddball
0.75,38,8,perceptual,oddball,oddball
0.5,39,8,perceptual,oddball,oddball
1,40,8,perceptual,oddball,oddball
0.25,41,8,perceptual,oddball,oddball
0.75,42,8,perceptual,oddball,oddball
0,43,8,perceptual,oddball,oddball
0.5,44,8,perceptual,oddball,oddball
1,45,8,perceptual,oddball,oddball
0.6,46,8,perceptual,oddball,oddball
0.571428571428571,47,8,perceptual,oddball,oddball
0.5,48,8,perceptual,oddball,oddball
1,49,8,perceptual,oddball,oddball
0,50,8,perceptual,oddball,oddball
0.5,51,8,perceptual,oddball,oddball
0.75,52,8,perceptual,oddball,oddball
1,53,8,perceptual,oddball,oddball
0.5,54,8,perceptual,oddball,oddball
0.5,55,8,perceptual,oddball,oddball
0.6,56,8,perceptual,oddball,oddball
0,57,8,perceptual,oddball,oddball
0.5,58,8,perceptual,oddball,oddball
0.375,59,8,perceptual,oddball,oddball
1,60,8,perceptual,oddball,oddball
0.666666666666667,61,8,perceptual,oddball,oddball
0.666666666666667,62,8,perceptual,oddball,oddball
0.333333333333333,63,8,perceptual,oddball,oddball
1,64,8,perceptual,oddball,oddball
0.333333333333333,65,8,perceptual,oddball,oddball
0.666666666666667,66,8,perceptual,oddball,oddball
0.5,67,8,perceptual,oddball,oddball
0.333333333333333,68,8,perceptual,oddball,oddball
0.8,69,8,perceptual,oddball,oddball
1,70,8,perceptual,oddball,oddball
0.5,71,8,perceptual,oddball,oddball
0.333333333333333,72,8,perceptual,oddball,oddball
0.666666666666667,73,8,perceptual,oddball,oddball
0.5,74,8,perceptual,oddball,oddball
0.714285714285714,75,8,perceptual,oddball,oddball
0.333333333333333,4,8,perceptual,oddballm2,oddball
0.6,5,8,perceptual,oddballm2,oddball
0,6,8,perceptual,oddballm2,oddball
0.8,7,8,perceptual,oddballm2,oddball
0.666666666666667,9,8,perceptual,oddballm2,oddball
0.2,10,8,perceptual,oddballm2,oddball
0.666666666666667,11,8,perceptual,oddballm2,oddball
0.5,12,8,perceptual,oddballm2,oddball
0.571428571428571,14,8,perceptual,oddballm2,oddball
0.5,15,8,perceptual,oddballm2,oddball
0.666666666666667,16,8,perceptual,oddballm2,oddball
0.8,17,8,perceptual,oddballm2,oddball
0.666666666666667,18,8,perceptual,oddballm2,oddball
0.4,19,8,perceptual,oddballm2,oddball
0.5,20,8,perceptual,oddballm2,oddball
0.166666666666667,21,8,perceptual,oddballm2,oddball
1,22,8,perceptual,oddballm2,oddball
0.25,23,8,perceptual,oddballm2,oddball
0.666666666666667,24,8,perceptual,oddballm2,oddball
0.666666666666667,25,8,perceptual,oddballm2,oddball
0,26,8,perceptual,oddballm2,oddball
0,27,8,perceptual,oddballm2,oddball
0.75,28,8,perceptual,oddballm2,oddball
0,29,8,perceptual,oddballm2,oddball
0.666666666666667,30,8,perceptual,oddballm2,oddball
0.5,31,8,perceptual,oddballm2,oddball
0.5,32,8,perceptual,oddballm2,oddball
0.5,33,8,perceptual,oddballm2,oddball
0.5,34,8,perceptual,oddballm2,oddball
0.5,35,8,perceptual,oddballm2,oddball
0.666666666666667,36,8,perceptual,oddballm2,oddball
0,38,8,perceptual,oddballm2,oddball
0.75,39,8,perceptual,oddballm2,oddball
1,40,8,perceptual,oddballm2,oddball
0.5,41,8,perceptual,oddballm2,oddball
1,42,8,perceptual,oddballm2,oddball
1,43,8,perceptual,oddballm2,oddball
0.5,44,8,perceptual,oddballm2,oddball
0.333333333333333,45,8,perceptual,oddballm2,oddball
0.4,46,8,perceptual,oddballm2,oddball
0.428571428571429,47,8,perceptual,oddballm2,oddball
0.166666666666667,48,8,perceptual,oddballm2,oddball
1,49,8,perceptual,oddballm2,oddball
0,50,8,perceptual,oddballm2,oddball
1,51,8,perceptual,oddballm2,oddball
1,52,8,perceptual,oddballm2,oddball
0.25,53,8,perceptual,oddballm2,oddball
1,54,8,perceptual,oddballm2,oddball
0.5,55,8,perceptual,oddballm2,oddball
0.4,56,8,perceptual,oddballm2,oddball
1,57,8,perceptual,oddballm2,oddball
0.5,58,8,perceptual,oddballm2,oddball
0.375,59,8,perceptual,oddballm2,oddball
0,60,8,perceptual,oddballm2,oddball
0.666666666666667,61,8,perceptual,oddballm2,oddball
0.333333333333333,62,8,perceptual,oddballm2,oddball
0.666666666666667,63,8,perceptual,oddballm2,oddball
0.666666666666667,64,8,perceptual,oddballm2,oddball
0.666666666666667,65,8,perceptual,oddballm2,oddball
0.833333333333333,66,8,perceptual,oddballm2,oddball
0.375,67,8,perceptual,oddballm2,oddball
0.666666666666667,68,8,perceptual,oddballm2,oddball
0.8,69,8,perceptual,oddballm2,oddball
0,70,8,perceptual,oddballm2,oddball
1,71,8,perceptual,oddballm2,oddball
0,72,8,perceptual,oddballm2,oddball
1,73,8,perceptual,oddballm2,oddball
0.5,74,8,perceptual,oddballm2,oddball
0.571428571428571,75,8,perceptual,oddballm2,oddball
0.333333333333333,4,8,perceptual,oddballm1,oddball
1,5,8,perceptual,oddballm1,oddball
0.666666666666667,6,8,perceptual,oddballm1,oddball
0.6,7,8,perceptual,oddballm1,oddball
0.333333333333333,9,8,perceptual,oddballm1,oddball
0.2,10,8,perceptual,oddballm1,oddball
0.333333333333333,11,8,perceptual,oddballm1,oddball
0.75,12,8,perceptual,oddballm1,oddball
0.285714285714286,14,8,perceptual,oddballm1,oddball
0.5,15,8,perceptual,oddballm1,oddball
0.833333333333333,16,8,perceptual,oddballm1,oddball
0.4,17,8,perceptual,oddballm1,oddball
0.333333333333333,18,8,perceptual,oddballm1,oddball
0.4,19,8,perceptual,oddballm1,oddball
0,20,8,perceptual,oddballm1,oddball
0.666666666666667,21,8,perceptual,oddballm1,oddball
0.6,22,8,perceptual,oddballm1,oddball
0,23,8,perceptual,oddballm1,oddball
0.666666666666667,24,8,perceptual,oddballm1,oddball
0.333333333333333,25,8,perceptual,oddballm1,oddball
0.25,26,8,perceptual,oddballm1,oddball
0.5,27,8,perceptual,oddballm1,oddball
0.75,28,8,perceptual,oddballm1,oddball
1,29,8,perceptual,oddballm1,oddball
0,30,8,perceptual,oddballm1,oddball
0.666666666666667,31,8,perceptual,oddballm1,oddball
0,32,8,perceptual,oddballm1,oddball
0,33,8,perceptual,oddballm1,oddball
1,34,8,perceptual,oddballm1,oddball
0.5,35,8,perceptual,oddballm1,oddball
0.5,36,8,perceptual,oddballm1,oddball
0.25,38,8,perceptual,oddballm1,oddball
0.75,39,8,perceptual,oddballm1,oddball
1,40,8,perceptual,oddballm1,oddball
0.25,41,8,perceptual,oddballm1,oddball
0.5,42,8,perceptual,oddballm1,oddball
0,43,8,perceptual,oddballm1,oddball
1,44,8,perceptual,oddballm1,oddball
0.333333333333333,45,8,perceptual,oddballm1,oddball
0.4,46,8,perceptual,oddballm1,oddball
0.428571428571429,47,8,perceptual,oddballm1,oddball
0.333333333333333,48,8,perceptual,oddballm1,oddball
0.5,49,8,perceptual,oddballm1,oddball
0,50,8,perceptual,oddballm1,oddball
0.5,51,8,perceptual,oddballm1,oddball
0.25,52,8,perceptual,oddballm1,oddball
0.5,53,8,perceptual,oddballm1,oddball
0.5,54,8,perceptual,oddballm1,oddball
0.6,55,8,perceptual,oddballm1,oddball
0.2,56,8,perceptual,oddballm1,oddball
0,57,8,perceptual,oddballm1,oddball
0.25,58,8,perceptual,oddballm1,oddball
0.375,59,8,perceptual,oddballm1,oddball
0,60,8,perceptual,oddballm1,oddball
0.5,61,8,perceptual,oddballm1,oddball
0,62,8,perceptual,oddballm1,oddball
0.666666666666667,63,8,perceptual,oddballm1,oddball
0,64,8,perceptual,oddballm1,oddball
0.333333333333333,65,8,perceptual,oddballm1,oddball
0.666666666666667,66,8,perceptual,oddballm1,oddball
0.5,67,8,perceptual,oddballm1,oddball
0.666666666666667,68,8,perceptual,oddballm1,oddball
0.4,69,8,perceptual,oddballm1,oddball
1,70,8,perceptual,oddballm1,oddball
0.25,71,8,perceptual,oddballm1,oddball
0,72,8,perceptual,oddballm1,oddball
0.333333333333333,73,8,perceptual,oddballm1,oddball
0.166666666666667,74,8,perceptual,oddballm1,oddball
0.428571428571429,75,8,perceptual,oddballm1,oddball
0.666666666666667,4,8,perceptual,oddballp1,oddball
0.6,5,8,perceptual,oddballp1,oddball
1,6,8,perceptual,oddballp1,oddball
0.4,7,8,perceptual,oddballp1,oddball
0,9,8,perceptual,oddballp1,oddball
0.6,10,8,perceptual,oddballp1,oddball
0.666666666666667,11,8,perceptual,oddballp1,oddball
0.75,12,8,perceptual,oddballp1,oddball
0.428571428571429,14,8,perceptual,oddballp1,oddball
0.5,15,8,perceptual,oddballp1,oddball
0.5,16,8,perceptual,oddballp1,oddball
0.6,17,8,perceptual,oddballp1,oddball
0,18,8,perceptual,oddballp1,oddball
0.6,19,8,perceptual,oddballp1,oddball
0,20,8,perceptual,oddballp1,oddball
1,21,8,perceptual,oddballp1,oddball
0.6,22,8,perceptual,oddballp1,oddball
0.25,23,8,perceptual,oddballp1,oddball
0.333333333333333,24,8,perceptual,oddballp1,oddball
0.666666666666667,25,8,perceptual,oddballp1,oddball
0.5,26,8,perceptual,oddballp1,oddball
0,27,8,perceptual,oddballp1,oddball
0.5,28,8,perceptual,oddballp1,oddball
1,29,8,perceptual,oddballp1,oddball
0.666666666666667,30,8,perceptual,oddballp1,oddball
0.833333333333333,31,8,perceptual,oddballp1,oddball
0.5,32,8,perceptual,oddballp1,oddball
1,33,8,perceptual,oddballp1,oddball
1,34,8,perceptual,oddballp1,oddball
1,35,8,perceptual,oddballp1,oddball
0.333333333333333,36,8,perceptual,oddballp1,oddball
0.5,38,8,perceptual,oddballp1,oddball
0.75,39,8,perceptual,oddballp1,oddball
1,40,8,perceptual,oddballp1,oddball
0.5,41,8,perceptual,oddballp1,oddball
0.25,42,8,perceptual,oddballp1,oddball
0.5,43,8,perceptual,oddballp1,oddball
0.25,44,8,perceptual,oddballp1,oddball
0.333333333333333,45,8,perceptual,oddballp1,oddball
0.4,46,8,perceptual,oddballp1,oddball
0.285714285714286,47,8,perceptual,oddballp1,oddball
0.666666666666667,48,8,perceptual,oddballp1,oddball
1,49,8,perceptual,oddballp1,oddball
0,50,8,perceptual,oddballp1,oddball
0.5,51,8,perceptual,oddballp1,oddball
0.5,52,8,perceptual,oddballp1,oddball
0.75,53,8,perceptual,oddballp1,oddball
0.25,54,8,perceptual,oddballp1,oddball
0.6,55,8,perceptual,oddballp1,oddball
0.4,56,8,perceptual,oddballp1,oddball
1,57,8,perceptual,oddballp1,oddball
0.25,58,8,perceptual,oddballp1,oddball
0.75,59,8,perceptual,oddballp1,oddball
0,60,8,perceptual,oddballp1,oddball
0.333333333333333,61,8,perceptual,oddballp1,oddball
0.333333333333333,62,8,perceptual,oddballp1,oddball
0.666666666666667,63,8,perceptual,oddballp1,oddball
0.333333333333333,64,8,perceptual,oddballp1,oddball
0.666666666666667,65,8,perceptual,oddballp1,oddball
0.5,66,8,perceptual,oddballp1,oddball
0.375,67,8,perceptual,oddballp1,oddball
0.333333333333333,68,8,perceptual,oddballp1,oddball
0.8,69,8,perceptual,oddballp1,oddball
0.5,70,8,perceptual,oddballp1,oddball
0.25,71,8,perceptual,oddballp1,oddball
0.666666666666667,72,8,perceptual,oddballp1,oddball
0.666666666666667,73,8,perceptual,oddballp1,oddball
0.166666666666667,74,8,perceptual,oddballp1,oddball
0.428571428571429,75,8,perceptual,oddballp1,oddball
1,4,8,perceptual,control,control
0,5,8,perceptual,control,control
0.5,6,8,perceptual,control,control
1,7,8,perceptual,control,control
0.5,9,8,perceptual,control,control
0,10,8,perceptual,control,control
1,11,8,perceptual,control,control
0.5,12,8,perceptual,control,control
0.25,14,8,perceptual,control,control
0.5,15,8,perceptual,control,control
0,16,8,perceptual,control,control
0.666666666666667,17,8,perceptual,control,control
0.25,18,8,perceptual,control,control
0.5,19,8,perceptual,control,control
0.5,20,8,perceptual,control,control
0,21,8,perceptual,control,control
0,22,8,perceptual,control,control
0,23,8,perceptual,control,control
0,24,8,perceptual,control,control
0,25,8,perceptual,control,control
1,26,8,perceptual,control,control
0.333333333333333,27,8,perceptual,control,control
0.666666666666667,28,8,perceptual,control,control
0.333333333333333,29,8,perceptual,control,control
0.5,30,8,perceptual,control,control
0.666666666666667,31,8,perceptual,control,control
0,32,8,perceptual,control,control
1,33,8,perceptual,control,control
1,34,8,perceptual,control,control
0.5,35,8,perceptual,control,control
1,36,8,perceptual,control,control
0.75,37,8,perceptual,control,control
0,38,8,perceptual,control,control
1,39,8,perceptual,control,control
0.5,40,8,perceptual,control,control
0.5,41,8,perceptual,control,control
0.333333333333333,42,8,perceptual,control,control
1,43,8,perceptual,control,control
1,44,8,perceptual,control,control
0,45,8,perceptual,control,control
0.5,46,8,perceptual,control,control
0,47,8,perceptual,control,control
1,48,8,perceptual,control,control
0,49,8,perceptual,control,control
