subject,age,gender,word,list,oddtype,rating
4,28,F,bajada,10,emotional,10
4,28,F,puente,10,emotional,10
4,28,F,rascacielos,10,emotional,10
4,28,F,ceguera,11,emotional,10
4,28,F,vision,11,emotional,10
4,28,F,lupa,11,emotional,10
4,28,F,fotografia,11,emotional,10
4,28,F,cine,11,emotional,10
4,28,F,vista,11,emotional,10
4,28,F,ojo,11,emotional,10
4,28,F,panorama,11,emotional,10
4,28,F,video,11,emotional,10
4,28,F,escena,11,emotional,10
4,28,F,observador,11,emotional,10
4,28,F,optica,11,emotional,10
4,28,F,ojeada,11,emotional,10
4,28,F,mirada,11,emotional,10
4,28,F,ahogado,12,emotional,10
4,28,F,agua,12,emotional,10
4,28,F,ferri,12,emotional,10
4,28,F,piscina,12,emotional,10
4,28,F,nadador,12,emotional,10
4,28,F,lago,12,emotional,10
4,28,F,arroyo,12,emotional,10
4,28,F,costa,12,emotional,10
4,28,F,rio,12,emotional,10
4,28,F,canal,12,emotional,10
4,28,F,cauce,12,emotional,10
4,28,F,lancha,12,emotional,10
4,28,F,mar,12,emotional,10
4,28,F,estanque,12,emotional,10
4,28,F,morgue,13,emotional,10
4,28,F,deposito,13,emotional,10
4,28,F,baul,13,emotional,10
4,28,F,armario,13,emotional,10
4,28,F,consigna,13,emotional,10
4,28,F,nevera,13,emotional,10
4,28,F,casillero,13,emotional,10
4,28,F,envase,13,emotional,10
4,28,F,almacen,13,emotional,10
4,28,F,contenedor,13,emotional,10
4,28,F,caja,13,emotional,10
4,28,F,bote,13,emotional,10
4,28,F,trastero,13,emotional,10
4,28,F,cajon,13,emotional,10
4,28,F,hambruna,14,emotional,10
4,28,F,alimento,14,emotional,10
4,28,F,restaurante,14,emotional,10
4,28,F,cena,14,emotional,10
4,28,F,cocinero,14,emotional,10
4,28,F,sopa,14,emotional,10
4,28,F,comida,14,emotional,10
4,28,F,almuerzo,14,emotional,10
4,28,F,merienda,14,emotional,10
4,28,F,cocina,14,emotional,10
4,28,F,desayuno,14,emotional,10
4,28,F,despensa,14,emotional,10
4,28,F,buffet,14,emotional,10
4,28,F,bocata,14,emotional,10
4,28,F,amputacion,15,emotional,10
4,28,F,extremidad,15,emotional,10
4,28,F,hombro,15,emotional,10
4,28,F,mano,15,emotional,10
4,28,F,cadera,15,emotional,10
4,28,F,muneca,15,emotional,10
4,28,F,articulacion,15,emotional,10
4,28,F,pantorrilla,15,emotional,10
4,28,F,pierna,15,emotional,10
4,28,F,nudillo,15,emotional,10
4,28,F,brazo,15,emotional,10
4,28,F,codo,15,emotional,10
4,28,F,tobillo,15,emotional,10
4,28,F,muslo,15,emotional,10
4,28,F,sida,16,emotional,1
4,28,F,transmission,16,emotional,3
4,28,F,emissor,16,emotional,10
4,28,F,senal,16,emotional,10
4,28,F,comunicaci—n,16,emotional,10
4,28,F,intercambio,16,emotional,10
4,28,F,importacion,16,emotional,10
4,28,F,transferencia,16,emotional,10
4,28,F,mensaje,16,emotional,10
4,28,F,fuente,16,emotional,10
4,28,F,correo,16,emotional,10
4,28,F,transaccion,16,emotional,10
4,28,F,receptor,16,emotional,10
4,28,F,destinatario,16,emotional,10
4,28,F,paraplejico,17,emotional,10
4,28,F,deporte,17,emotional,10
4,28,F,caminata,17,emotional,10
4,28,F,ejercicio,17,emotional,10
4,28,F,alpinista,17,emotional,10
4,28,F,carrera,17,emotional,10
4,28,F,entrenador,17,emotional,10
4,28,F,atleta,17,emotional,10
4,28,F,mantenimiento,17,emotional,8
4,28,F,corredor,17,emotional,10
4,28,F,ciclista,17,emotional,10
4,28,F,movimiento,17,emotional,10
4,28,F,gimnasio,17,emotional,10
4,28,F,aerobic,17,emotional,10
4,28,F,plaga,18,emotional,10
4,28,F,vida,18,emotional,10
4,28,F,criatura,18,emotional,10
4,28,F,naturaleza,18,emotional,10
4,28,F,universo,18,emotional,10
4,28,F,humanidad,18,emotional,10
4,28,F,evolucion,18,emotional,10
4,28,F,campo,18,emotional,10
4,28,F,paisaje,18,emotional,10
4,28,F,animal,18,emotional,10
4,28,F,atmosfera,18,emotional,10
4,28,F,planeta,18,emotional,10
4,28,F,ambiente,18,emotional,10
4,28,F,crecimiento,18,emotional,10
4,28,F,traidor,19,emotional,10
4,28,F,persona,19,emotional,10
4,28,F,relacion,19,emotional,9
4,28,F,acompanante,19,emotional,10
4,28,F,socio,19,emotional,10
4,28,F,individuo,19,emotional,10
4,28,F,ser,19,emotional,10
4,28,F,hombre,19,emotional,0
4,28,F,dama,19,emotional,10
4,28,F,tipo,19,emotional,10
4,28,F,colega,19,emotional,10
4,28,F,mujer,19,emotional,10
4,28,F,companero,19,emotional,10
4,28,F,sujeto,19,emotional,10
4,28,F,tumor,20,emotional,7
4,28,F,cerebro,20,emotional,10
4,28,F,meditacion,20,emotional,10
4,28,F,pensamiento,20,emotional,10
4,28,F,mente,20,emotional,10
4,28,F,inteligencia,20,emotional,10
4,28,F,creatividad,20,emotional,10
4,28,F,ingenio,20,emotional,10
4,28,F,neurona,20,emotional,10
4,28,F,razon,20,emotional,10
4,28,F,imaginacion,20,emotional,10
4,28,F,filosofia,20,emotional,10
4,28,F,craneo,20,emotional,8
4,28,F,cabeza,20,emotional,10
4,28,F,tierra,21,perceptual,10
4,28,F,bosque,21,perceptual,10
4,28,F,jardinero,21,perceptual,10
4,28,F,gravilla,21,perceptual,10
4,28,F,piedra,21,perceptual,10
4,28,F,arbol,21,perceptual,10
4,28,F,raiz,21,perceptual,10
4,28,F,roca,21,perceptual,10
4,28,F,pala,21,perceptual,10
4,28,F,monticulo,21,perceptual,10
4,28,F,parcela,21,perceptual,10
4,28,F,terreno,21,perceptual,10
4,28,F,fertilizante,21,perceptual,10
4,28,F,suelo,21,perceptual,10
4,28,F,futbol,22,perceptual,10
4,28,F,tecnico,22,perceptual,10
4,28,F,juego,22,perceptual,10
4,28,F,portero,22,perceptual,10
4,28,F,jugador,22,perceptual,10
4,28,F,hincha,22,perceptual,10
4,28,F,aficion,22,perceptual,10
4,28,F,defensa,22,perceptual,10
4,28,F,porteria,22,perceptual,10
4,28,F,pelota,22,perceptual,10
4,28,F,uniforme,22,perceptual,10
4,28,F,torneo,22,perceptual,10
4,28,F,coliseo,22,perceptual,10
4,28,F,tribuna,22,perceptual,10
4,28,F,invierno,23,perceptual,10
4,28,F,trineo,23,perceptual,10
4,28,F,glacial,23,perceptual,10
4,28,F,tabla,23,perceptual,8
4,28,F,pista,23,perceptual,10
4,28,F,hielo,23,perceptual,10
4,28,F,gorro,23,perceptual,10
4,28,F,gafas,23,perceptual,10
4,28,F,abrigo,23,perceptual,10
4,28,F,frio,23,perceptual,10
4,28,F,nieve,23,perceptual,10
4,28,F,esquiador,23,perceptual,10
4,28,F,motana,23,perceptual,10
4,28,F,bajada_w2,23,perceptual,10
4,28,F,bucal,24,perceptual,10
4,28,F,dentista,24,perceptual,10
4,28,F,hilo,24,perceptual,10
4,28,F,fluoruro,24,perceptual,7
4,28,F,molar,24,perceptual,10
4,28,F,chicle,24,perceptual,10
4,28,F,oral,24,perceptual,10
4,28,F,cepillo,24,perceptual,10
4,28,F,paladar,24,perceptual,10
4,28,F,saliva,24,perceptual,10
4,28,F,diente,24,perceptual,10
4,28,F,mandibula,24,perceptual,10
4,28,F,esmalte,24,perceptual,10
4,28,F,incisivo,24,perceptual,10
4,28,F,conductor,25,perceptual,10
4,28,F,piloto,25,perceptual,10
4,28,F,calle,25,perceptual,10
4,28,F,moto,25,perceptual,10
4,28,F,camino,25,perceptual,10
4,28,F,coche,25,perceptual,10
4,28,F,avenida,25,perceptual,10
4,28,F,bicicleta,25,perceptual,10
4,28,F,tranvia,25,perceptual,10
4,28,F,autobus,25,perceptual,10
4,28,F,chofer,25,perceptual,10
4,28,F,ruta,25,perceptual,10
4,28,F,tren,25,perceptual,10
4,28,F,camion,25,perceptual,10
4,28,F,carpintero,26,perceptual,10
4,28,F,cincel,26,perceptual,10
4,28,F,hierro,26,perceptual,10
4,28,F,tornillo,26,perceptual,10
4,28,F,madera,26,perceptual,10
4,28,F,pared,26,perceptual,10
4,28,F,clavo,26,perceptual,10
4,28,F,cuna_v2,26,perceptual,10
4,28,F,martillo,26,perceptual,10
4,28,F,metal,26,perceptual,10
4,28,F,tijeras,26,perceptual,10
4,28,F,tuerca,26,perceptual,10
4,28,F,puntilla,26,perceptual,10
4,28,F,herramienta,26,perceptual,10
4,28,F,dirigente,27,perceptual,10
4,28,F,lider,27,perceptual,10
4,28,F,marques,27,perceptual,10
4,28,F,soberano,27,perceptual,10
4,28,F,emperador,27,perceptual,10
4,28,F,presidente,27,perceptual,10
4,28,F,principe,27,perceptual,10
4,28,F,nacion,27,perceptual,10
4,28,F,reina,27,perceptual,10
4,28,F,alcalde,27,perceptual,10
4,28,F,noble,27,perceptual,10
4,28,F,gobernador,27,perceptual,10
4,28,F,jefe,27,perceptual,10
4,28,F,monarquia,27,perceptual,10
4,28,F,mascota,28,perceptual,10
4,28,F,loro,28,perceptual,10
4,28,F,tortuga,28,perceptual,10
4,28,F,gato,28,perceptual,10
4,28,F,conjeo,28,perceptual,10
4,28,F,huron ,28,perceptual,10
4,28,F,periquito,28,perceptual,10
4,28,F,poni,28,perceptual,10
4,28,F,hamster,28,perceptual,10
4,28,F,canario,28,perceptual,10
4,28,F,ardilla,28,perceptual,10
4,28,F,perro,28,perceptual,10
4,28,F,raton,28,perceptual,10
4,28,F,pato,28,perceptual,10
4,28,F,sonido,29,perceptual,10
4,28,F,eco,29,perceptual,10
4,28,F,radio,29,perceptual,10
4,28,F,cancion,29,perceptual,10
4,28,F,tono,29,perceptual,10
4,28,F,murmullo,29,perceptual,10
4,28,F,voz,29,perceptual,10
4,28,F,volumen,29,perceptual,10
4,28,F,bajo,29,perceptual,10
4,28,F,cantante,29,perceptual,10
4,28,F,estrofa,29,perceptual,10
4,28,F,decibel,29,perceptual,9
4,28,F,oido,29,perceptual,10
4,28,F,entonacion,29,perceptual,10
4,28,F,periodico,30,perceptual,10
4,28,F,leyenda,30,perceptual,10
4,28,F,escritor,30,perceptual,10
4,28,F,encabezado,30,perceptual,10
4,28,F,articulo,30,perceptual,10
4,28,F,columna,30,perceptual,10
4,28,F,prensa,30,perceptual,10
4,28,F,noticia,30,perceptual,10
4,28,F,reportero,30,perceptual,10
4,28,F,anuncio,30,perceptual,10
4,28,F,periodista,30,perceptual,10
4,28,F,revista,30,perceptual,10
4,28,F,editorial,30,perceptual,10
4,28,F,imprenta,30,perceptual,10
4,28,F,temperatura,31,perceptual,10
4,28,F,cafetera,31,perceptual,10
4,28,F,templado,31,perceptual,8
4,28,F,chimenea,31,perceptual,10
4,28,F,brasero,31,perceptual,10
4,28,F,calefaccion,31,perceptual,10
4,28,F,vaho,31,perceptual,9
4,28,F,estufa,31,perceptual,10
4,28,F,pipa,31,perceptual,10
4,28,F,asador,31,perceptual,9
4,28,F,gas,31,perceptual,10
4,28,F,carbon,31,perceptual,10
4,28,F,calentador,31,perceptual,10
4,28,F,horno,31,perceptual,10
4,28,F,bebe,32,perceptual,10
4,28,F,madre,32,perceptual,10
4,28,F,nacimiento,32,perceptual,10
4,28,F,nino,32,perceptual,10
4,28,F,crio,32,perceptual,10
4,28,F,embarazo,32,perceptual,10
4,28,F,parto,32,perceptual,10
4,28,F,cuna,32,perceptual,10
4,28,F,hijo,32,perceptual,10
4,28,F,biberon,32,perceptual,10
4,28,F,padre,32,perceptual,10
4,28,F,chico,32,perceptual,10
4,28,F,matrona,32,perceptual,10
4,28,F,concepcion,32,perceptual,10
4,28,F,matrimonio,33,perceptual,10
4,28,F,familia,33,perceptual,10
4,28,F,marido,33,perceptual,10
4,28,F,nupcias,33,perceptual,10
4,28,F,velo,33,perceptual,10
4,28,F,invitacion,33,perceptual,10
4,28,F,vestido,33,perceptual,10
4,28,F,anillo,33,perceptual,10
4,28,F,boda,33,perceptual,10
4,28,F,compromiso,33,perceptual,10
4,28,F,esposa,33,perceptual,10
4,28,F,padrino,33,perceptual,10
4,28,F,aniversario,33,perceptual,10
4,28,F,novia,33,perceptual,10
4,28,F,capilla,34,perceptual,10
4,28,F,piano,34,perceptual,10
4,28,F,monasterio,34,perceptual,10
4,28,F,clero,34,perceptual,10
4,28,F,fe,34,perceptual,10
4,28,F,campanario,34,perceptual,10
4,28,F,ministro,34,perceptual,10
4,28,F,coro,34,perceptual,10
4,28,F,comunion,34,perceptual,10
4,28,F,catedral,34,perceptual,10
4,28,F,dios,34,perceptual,10
4,28,F,convento,34,perceptual,10
4,28,F,ceremonia,34,perceptual,10
4,28,F,entrega,34,perceptual,7
4,28,F,sueno,35,perceptual,10
4,28,F,dormitorio,35,perceptual,10
4,28,F,noche,35,perceptual,10
4,28,F,ocaso,35,perceptual,10
4,28,F,anochecer,35,perceptual,10
4,28,F,reloj,35,perceptual,10
4,28,F,cortina,35,perceptual,10
4,28,F,sabana,35,perceptual,10
4,28,F,alcoba,35,perceptual,10
4,28,F,pijama,35,perceptual,10
4,28,F,habitacion,35,perceptual,10
4,28,F,luna,35,perceptual,10
4,28,F,almohada,35,perceptual,10
4,28,F,manta,35,perceptual,10
4,28,F,vivienda,36,perceptual,10
4,28,F,inquilino,36,perceptual,10
4,28,F,chalet,36,perceptual,10
4,28,F,mansion,36,perceptual,10
4,28,F,sotano,36,perceptual,10
4,28,F,casa,36,perceptual,10
4,28,F,habitante,36,perceptual,10
4,28,F,bano,36,perceptual,10
4,28,F,domicilio,36,perceptual,10
4,28,F,piso,36,perceptual,10
4,28,F,propietario,36,perceptual,10
4,28,F,apartamento,36,perceptual,10
4,28,F,cabana,36,perceptual,10
4,28,F,planta,36,perceptual,7
4,28,F,oceano,37,perceptual,10
4,28,F,mediterraneo,37,perceptual,10
4,28,F,barco,37,perceptual,10
4,28,F,pez,37,perceptual,10
4,28,F,bacalao,37,perceptual,10
4,28,F,ola,37,perceptual,10
4,28,F,orilla,37,perceptual,10
4,28,F,puerto,37,perceptual,10
4,28,F,anochoa,37,perceptual,10
4,28,F,trucha,37,perceptual,10
4,28,F,salmon ,37,perceptual,10
4,28,F,sardina,37,perceptual,10
4,28,F,atun,37,perceptual,10
4,28,F,coral,37,perceptual,10
4,28,F,educacion,38,perceptual,10
4,28,F,profesor,38,perceptual,10
4,28,F,estudiante,38,perceptual,10
4,28,F,colegio,38,perceptual,10
4,28,F,escuela,38,perceptual,10
4,28,F,academia,38,perceptual,10
4,28,F,universidad,38,perceptual,10
4,28,F,maestro,38,perceptual,10
4,28,F,pedagogia,38,perceptual,10
4,28,F,aula,38,perceptual,10
4,28,F,conocimiento,38,perceptual,10
4,28,F,leccion,38,perceptual,10
4,28,F,titulo,38,perceptual,10
4,28,F,diploma,38,perceptual,10
4,28,F,prado,39,perceptual,10
4,28,F,gestarse,39,perceptual,8
4,28,F,arroz,39,perceptual,10
4,28,F,semilla,39,perceptual,10
4,28,F,cereles,39,perceptual,10
4,28,F,cosecha,39,perceptual,10
4,28,F,maizal,39,perceptual,10
4,28,F,harina,39,perceptual,10
4,28,F,granjero,39,perceptual,10
4,28,F,tractor,39,perceptual,10
4,28,F,trigo,39,perceptual,10
4,28,F,cultivo,39,perceptual,10
4,28,F,cebada,39,perceptual,10
4,28,F,maiz ,39,perceptual,10
4,28,F,descnaso,40,perceptual,10
