subject,age,gender,word,list,oddtype,rating
1,24,M,tobillo,15,emotional,9
1,24,M,muslo,15,emotional,8
1,24,M,sida,16,emotional,0
1,24,M,transmission,16,emotional,9
1,24,M,emissor,16,emotional,9
1,24,M,senal,16,emotional,9
1,24,M,comunicaci—n,16,emotional,8
1,24,M,intercambio,16,emotional,7
1,24,M,importacion,16,emotional,6
1,24,M,transferencia,16,emotional,9
1,24,M,mensaje,16,emotional,9
1,24,M,fuente,16,emotional,8
1,24,M,correo,16,emotional,8
1,24,M,transaccion,16,emotional,8
1,24,M,receptor,16,emotional,9
1,24,M,destinatario,16,emotional,9
1,24,M,paraplejico,17,emotional,10
1,24,M,deporte,17,emotional,9
1,24,M,caminata,17,emotional,7
1,24,M,ejercicio,17,emotional,8
1,24,M,alpinista,17,emotional,9
1,24,M,carrera,17,emotional,9
1,24,M,entrenador,17,emotional,8
1,24,M,atleta,17,emotional,9
1,24,M,mantenimiento,17,emotional,6
1,24,M,corredor,17,emotional,9
1,24,M,ciclista,17,emotional,9
