subject,age,gender,word,salience,list,rating 
1,27,F,restaurante,neutral,14,0
1,27,F,cena,neutral,14,0
1,27,F,cocinero,neutral,14,0
1,27,F,sopa,neutral,14,0
1,27,F,comida,neutral,14,6
1,27,F,almuerzo,neutral,14,0
1,27,F,merienda,neutral,14,0
1,27,F,cocina,neutral,14,0
1,27,F,desayuno,neutral,14,0
1,27,F,despensa,neutral,14,0
1,27,F,buffet,neutral,14,0
1,27,F,bocata,neutral,14,0
1,27,F,amputacion,eodd,15,-6
1,27,F,extremidad,neutral,15,0
1,27,F,hombro,neutral,15,0
1,27,F,mano,neutral,15,0
1,27,F,cadera,neutral,15,0
1,27,F,muneca,neutral,15,0
1,27,F,articulacion,neutral,15,0
1,27,F,pantorrilla,neutral,15,0
1,27,F,pierna,neutral,15,0
1,27,F,nudillo,neutral,15,0
1,27,F,brazo,neutral,15,0
1,27,F,codo,neutral,15,0
1,27,F,tobillo,neutral,15,0
1,27,F,muslo,neutral,15,0
1,27,F,sida,eodd,16,-6
1,27,F,transmission,neutral,16,0
1,27,F,emissor,neutral,16,0
1,27,F,senal,neutral,16,0
1,27,F,comunicaci—n,neutral,16,6
1,27,F,intercambio,neutral,16,6
1,27,F,importacion,neutral,16,0
1,27,F,transferencia,neutral,16,0
1,27,F,mensaje,neutral,16,0
1,27,F,fuente,neutral,16,0
1,27,F,correo,neutral,16,0
1,27,F,transaccion,neutral,16,6
1,27,F,receptor,neutral,16,0
1,27,F,destinatario,neutral,16,0
1,27,F,paraplejico,eodd,17,-6
1,27,F,deporte,neutral,17,0
1,27,F,caminata,neutral,17,0
1,27,F,ejercicio,neutral,17,0
1,27,F,alpinista,neutral,17,0
1,27,F,carrera,neutral,17,0
