list1,list2,Var3,Var4
0,,4,temperatura
1,,4,vaho
2,,4,estufa
0,,4,chimenea
0,,4,pipa
0,,4,gas
5,,4,carb�n
0,po,4,calentador
3,,4,templado
7,,4,calefacci�n
0,,4,brasero
0,cp,4,cafetera
4,,4,horno
6,,4,asador
