list1,list2,Var3,Var4
3,,4,lugare�o
2,,4,idioma
1,,4,extranjero
6,,4,visado
7,,4,nacionalidad
4,,4,pasaporte
5,eo,4,nazi
0,,4,inmigraci�n
0,,4,patriotismo
0,,4,viaje
0,,4,cultura
0,,4,visitante
0,ce,4,natal
0,,4,originario
