list1,list2,Var3,Var4
1,,1,andamio
0,,1,altillo
5,,1,edificio
4,,1,ventana
2,,1,tejado
0,,1,torre
0,eo,1,suicida
0,,1,puente
0,,1,cima
0,,1,altura
3,ce,1,rascacielos
0,,1,bajada
0,,1,balc�n
0,,1,brinco
