list1,list2,Var3,Var4
5,,2,naturaleza
0,,2,paisaje
0,,2,crecimiento
0,,2,animal
0,,2,universo
4,,2,planeta
0,ce,2,humanidad
2,,2,criatura
0,,2,campo
1,,2,atm�sfera
0,,2,ambiente
0,eo,2,plaga
0,,2,evoluci�n
3,,2,vida
