list1,list2,Var3,Var4
0,,4,balc�n
1,,4,torre
2,,4,puente
0,,4,andamio
0,,4,edificio
0,,4,brinco
4,eo,4,suicida
0,,4,bajada
0,,4,cima
0,,4,altura
3,,4,altillo
0,ce,4,rascacielos
5,,4,ventana
0,,4,tejado
