list1,list2,Var3,Var4
1,,4,piano
5,,4,fe
11,,4,catedral
0,,4,campanario
12,,4,ceremonia
4,,4,convento
3,,4,monasterio
2,cp,4,clero
0,,4,dios
6,,4,comuni�n
7,,4,entrega
8,po,4,coro
9,,4,capilla
10,,4,ministro
