list1,list2,Var3,Var4
1,,4,visado
6,,4,visitante
0,,4,idioma
0,,4,originario
0,,4,lugare�o
2,,4,pasaporte
5,eo,4,nazi
0,,4,nacionalidad
0,,4,inmigraci�n
4,,4,cultura
0,ce,4,viaje
3,,4,extranjero
0,,4,natal
0,,4,patriotismo
