list1,list2,Var3,Var4
4,,3,maizal
6,,3,cebada
0,,3,trigo
5,,3,ma�z
2,,3,prado
0,,3,gestarse
3,po,3,semilla
0,,3,arroz
0,,3,cereales
0,,3,cultivo
1,,3,granjero
0,,3,cosecha
0,cp,3,harina
0,,3,tractor
