list1,list2,Var3,Var4
3,,6,restaurante
2,,6,cocinero
1,,6,cocina
5,,6,desayuno
0,,6,bocata
8,,6,sopa
7,,6,alimento
0,ce,6,despensa
0,,6,merienda
0,,6,buffet
4,,6,almuerzo
9,eo,6,hambruna
6,,6,comida
0,,6,cena
