list1,list2,Var3,Var4
1,,4,torre
0,,4,andamio
0,,4,brinco
7,,4,tejado
4,,4,altura
3,,4,rascacielos
10,eo,4,suicida
6,,4,altillo
9,,4,balc�n
2,,4,edificio
0,,4,cima
8,ce,4,ventana
5,,4,bajada
11,,4,puente
