list1,list2,Var3,Var4
2,,4,humanidad
4,,4,ambiente
0,,4,animal
5,,4,vida
0,,4,paisaje
3,,4,atm�sfera
0,ce,4,campo
0,,4,naturaleza
0,,4,planeta
0,,4,criatura
0,,4,universo
1,eo,4,plaga
0,,4,evoluci�n
6,,4,crecimiento
