list1,list2,Var3,Var4
6,,6,altillo
1,,6,ventana
2,,6,rascacielos
10,,6,andamio
11,,6,edificio
0,,6,brinco
3,,6,tejado
0,ce,6,bajada
9,,6,altura
7,,6,cima
5,,6,balc�n
4,eo,6,suicida
8,,6,torre
0,,6,puente
